t009, 11, 17
t009, 21, 25
t010, 1, 27
t010, 11, 17
t010, 19, 16
t010, 21, 25
t010, 24, 28
t010, 29, 3
t010, 37, 18
t010, 40, 25
t011, 1, 27
t011, 11, 17
t011, 14, 17
t011, 19, 16
t011, 20, 37
t011, 21, 25
t011, 24, 28
t011, 28, 24
t011, 28, 34
t011, 29, 3
t011, 29, 6
t011, 40, 25
t012, 1, 12
t012, 1, 16
t012, 1, 27
t012, 2, 16
t012, 5, 3
t012, 8, 21
t012, 11, 17
t012, 14, 17
t012, 18, 25
t012, 19, 16
t012, 20, 37
t012, 21, 25
t012, 21, 27
t012, 24, 28
t012, 28, 24
t012, 28, 34
t012, 29, 6
t012, 40, 25
t013, 1, 12
t013, 1, 16
t013, 1, 27
t013, 2, 16
t013, 3, 5
t013, 5, 3
t013, 6, 7
t013, 11, 17
t013, 13, 8
t013, 13, 15
t013, 14, 17
t013, 16, 19
t013, 18, 25
t013, 19, 7
t013, 19, 16
t013, 20, 37
t013, 21, 25
t013, 21, 27
t013, 22, 37
t013, 24, 28
t013, 28, 24
t013, 28, 34
t013, 30, 39
t013, 35, 25
t013, 40, 25
t014, 1, 12
t014, 1, 16
t014, 1, 27
t014, 2, 16
t014, 4, 3
t014, 6, 7
t014, 11, 16
t014, 11, 17
t014, 11, 33
t014, 13, 15
t014, 13, 34
t014, 14, 17
t014, 16, 19
t014, 18, 25
t014, 19, 7
t014, 19, 16
t014, 20, 37
t014, 21, 25
t014, 21, 27
t014, 22, 20
t014, 22, 37
t014, 27, 26
t014, 28, 34
t014, 30, 10
t014, 33, 17
t014, 40, 25
t015, 1, 12
t015, 1, 16
t015, 2, 16
t015, 4, 3
t015, 4, 13
t015, 7, 15
t015, 11, 16
t015, 11, 33
t015, 12, 32
t015, 13, 15
t015, 13, 34
t015, 14, 17
t015, 16, 19
t015, 19, 16
t015, 20, 29
t015, 21, 25
t015, 21, 27
t015, 22, 14
t015, 22, 20
t015, 22, 37
t015, 28, 7
t015, 28, 34
t015, 30, 10
t015, 33, 16
t015, 33, 23
t015, 40, 15
t015, 40, 25
t016, 1, 12
t016, 1, 16
t016, 1, 32
t016, 2, 16
t016, 4, 3
t016, 4, 6
t016, 4, 13
t016, 5, 9
t016, 7, 15
t016, 7, 27
t016, 8, 12
t016, 8, 25
t016, 10, 5
t016, 10, 26
t016, 11, 33
t016, 12, 32
t016, 13, 15
t016, 13, 34
t016, 14, 17
t016, 15, 16
t016, 15, 24
t016, 16, 19
t016, 19, 2
t016, 19, 16
t016, 20, 29
t016, 22, 14
t016, 22, 20
t016, 28, 7
t016, 28, 34
t016, 29, 26
t016, 33, 16
t016, 33, 23
t016, 34, 5
t016, 34, 26
t016, 36, 31
t016, 40, 6
t016, 40, 15
t017, 1, 27
t017, 1, 32
t017, 2, 26
t017, 2, 37
t017, 5, 7
t017, 5, 9
t017, 6, 32
t017, 7, 24
t017, 7, 27
t017, 8, 12
t017, 8, 16
t017, 8, 25
t017, 10, 5
t017, 11, 6
t017, 12, 32
t017, 13, 34
t017, 14, 17
t017, 14, 33
t017, 15, 16
t017, 15, 24
t017, 16, 19
t017, 18, 15
t017, 19, 10
t017, 20, 26
t017, 22, 14
t017, 23, 33
t017, 27, 23
t017, 27, 32
t017, 28, 7
t017, 29, 15
t017, 29, 23
t017, 29, 26
t017, 30, 34
t017, 32, 6
t017, 32, 8
t017, 33, 23
t017, 34, 5
t017, 34, 26
t017, 35, 18
t017, 35, 24
t017, 36, 7
t017, 36, 31
t017, 39, 16
t017, 40, 6
t017, 40, 15
t018, 1, 27
t018, 1, 32
t018, 2, 26
t018, 2, 37
t018, 5, 7
t018, 5, 9
t018, 5, 26
t018, 6, 32
t018, 7, 12
t018, 7, 24
t018, 7, 27
t018, 8, 16
t018, 8, 25
t018, 10, 22
t018, 11, 6
t018, 12, 17
t018, 13, 17
t018, 13, 34
t018, 14, 17
t018, 14, 33
t018, 15, 6
t018, 15, 16
t018, 15, 21
t018, 15, 24
t018, 16, 19
t018, 16, 28
t018, 17, 11
t018, 18, 15
t018, 19, 9
t018, 19, 10
t018, 20, 26
t018, 22, 6
t018, 22, 14
t018, 23, 33
t018, 27, 23
t018, 27, 32
t018, 28, 7
t018, 29, 15
t018, 29, 23
t018, 29, 26
t018, 30, 34
t018, 32, 6
t018, 32, 8
t018, 32, 21
t018, 33, 23
t018, 35, 18
t018, 35, 24
t018, 36, 7
t018, 36, 31
t018, 37, 16
t018, 37, 26
t018, 38, 39
t018, 39, 16
t018, 40, 6
t018, 40, 15
t018, 40, 33
t019, 1, 6
t019, 1, 27
t019, 1, 32
t019, 2, 26
t019, 3, 11
t019, 6, 11
t019, 6, 32
t019, 7, 12
t019, 7, 24
t019, 8, 25
t019, 10, 22
t019, 11, 5
t019, 11, 6
t019, 11, 33
t019, 12, 17
t019, 12, 24
t019, 13, 17
t019, 14, 6
t019, 14, 17
t019, 14, 22
t019, 14, 33
t019, 15, 6
t019, 15, 16
t019, 15, 21
t019, 15, 24
t019, 15, 25
t019, 16, 19
t019, 16, 28
t019, 17, 11
t019, 18, 17
t019, 19, 9
t019, 19, 10
t019, 19, 21
t019, 20, 26
t019, 20, 40
t019, 22, 6
t019, 23, 33
t019, 24, 28
t019, 25, 8
t019, 27, 32
t019, 28, 7
t019, 29, 15
t019, 29, 23
t019, 29, 26
t019, 29, 28
t019, 32, 3
t019, 32, 6
t019, 32, 8
t019, 32, 21
t019, 33, 23
t019, 35, 18
t019, 35, 24
t019, 35, 33
t019, 36, 6
t019, 36, 7
t019, 36, 31
t019, 37, 16
t019, 37, 26
t019, 38, 22
t019, 39, 16
t019, 40, 6
t019, 40, 33
t020, 1, 27
t020, 1, 32
t020, 2, 8
t020, 2, 26
t020, 5, 18
t020, 5, 21
t020, 7, 12
t020, 7, 21
t020, 7, 24
t020, 8, 6
t020, 10, 22
t020, 11, 5
t020, 11, 6
t020, 11, 23
t020, 11, 30
t020, 11, 33
t020, 12, 17
t020, 12, 24
t020, 12, 36
t020, 13, 17
t020, 13, 36
t020, 14, 6
t020, 14, 17
t020, 14, 22
t020, 14, 33
t020, 15, 6
t020, 15, 16
t020, 15, 21
t020, 15, 29
t020, 15, 39
t020, 16, 28
t020, 17, 7
t020, 17, 11
t020, 17, 21
t020, 18, 17
t020, 19, 9
t020, 19, 21
t020, 20, 26
t020, 20, 40
t020, 21, 26
t020, 24, 28
t020, 24, 30
t020, 25, 8
t020, 26, 31
t020, 27, 29
t020, 27, 32
t020, 29, 5
t020, 29, 23
t020, 29, 25
t020, 29, 26
t020, 29, 28
t020, 29, 37
t020, 31, 10
t020, 32, 3
t020, 32, 6
t020, 32, 8
t020, 32, 25
t020, 33, 23
t020, 33, 27
t020, 34, 9
t020, 35, 8
t020, 35, 27
t020, 35, 33
t020, 36, 6
t020, 36, 7
t020, 36, 9
t020, 36, 37
t020, 37, 20
t020, 37, 26
t020, 37, 30
t020, 37, 38
t020, 38, 22
t020, 39, 16
t020, 40, 16
t020, 40, 33
t021, 1, 27
t021, 1, 32
t021, 3, 5
t021, 5, 18
t021, 6, 5
t021, 7, 12
t021, 7, 21
t021, 8, 6
t021, 10, 22
t021, 11, 5
t021, 11, 6
t021, 11, 23
t021, 11, 30
t021, 11, 33
t021, 12, 8
t021, 12, 17
t021, 12, 36
t021, 13, 10
t021, 13, 17
t021, 13, 26
t021, 13, 33
t021, 13, 36
t021, 14, 6
t021, 14, 17
t021, 14, 22
t021, 14, 33
t021, 15, 5
t021, 15, 6
t021, 15, 16
t021, 15, 21
t021, 15, 29
t021, 15, 39
t021, 16, 8
t021, 16, 17
t021, 16, 28
t021, 17, 7
t021, 17, 10
t021, 17, 11
t021, 17, 12
t021, 17, 21
t021, 18, 17
t021, 19, 9
t021, 20, 26
t021, 20, 40
t021, 21, 20
t021, 21, 26
t021, 24, 28
t021, 24, 30
t021, 25, 8
t021, 25, 18
t021, 26, 30
t021, 27, 18
t021, 27, 29
t021, 27, 32
t021, 28, 3
t021, 28, 10
t021, 29, 9
t021, 29, 23
t021, 29, 25
t021, 29, 26
t021, 29, 37
t021, 31, 10
t021, 31, 38
t021, 32, 3
t021, 32, 6
t021, 32, 8
t021, 32, 22
t021, 32, 25
t021, 32, 27
t021, 33, 25
t021, 33, 27
t021, 33, 32
t021, 34, 9
t021, 34, 10
t021, 34, 15
t021, 35, 8
t021, 35, 27
t021, 36, 6
t021, 36, 7
t021, 36, 9
t021, 36, 37
t021, 37, 20
t021, 37, 26
t021, 37, 30
t021, 37, 38
t021, 38, 22
t021, 39, 16
t021, 40, 16
t021, 40, 33
t022, 1, 27
t022, 1, 29
t022, 1, 32
t022, 2, 13
t022, 4, 29
t022, 5, 23
t022, 6, 5
t022, 6, 9
t022, 7, 12
t022, 7, 15
t022, 7, 21
t022, 7, 23
t022, 7, 30
t022, 8, 6
t022, 9, 18
t022, 10, 21
t022, 10, 22
t022, 11, 5
t022, 11, 23
t022, 11, 30
t022, 11, 33
t022, 12, 8
t022, 12, 25
t022, 12, 36
t022, 13, 10
t022, 13, 17
t022, 13, 26
t022, 13, 33
t022, 13, 36
t022, 14, 22
t022, 14, 33
t022, 14, 39
t022, 15, 10
t022, 15, 16
t022, 15, 21
t022, 15, 29
t022, 15, 39
t022, 16, 1
t022, 16, 8
t022, 16, 17
t022, 17, 7
t022, 17, 10
