t,src,snk
t029, 18, 4
t029, 18, 22
t029, 20, 10
t029, 20, 11
t029, 20, 25
t029, 21, 11
t029, 21, 22
t029, 21, 29
t029, 22, 4
t029, 22, 18
t029, 22, 33
t029, 22, 36
t029, 23, 11
t029, 26, 9
t029, 26, 11
t029, 26, 18
t029, 26, 35
t029, 28, 3
t029, 28, 16
t029, 29, 6
t029, 30, 29
t029, 35, 22
t029, 35, 26
t029, 36, 13
t029, 36, 29
t029, 36, 37
t029, 37, 29
t029, 38, 37
t029, 39, 23
t029, 39, 29
t029, 40, 25
t030, 1, 39
t030, 2, 29
t030, 4, 22
t030, 4, 29
t030, 5, 25
t030, 6, 25
t030, 7, 16
t030, 8, 25
t030, 9, 26
t030, 10, 18
t030, 10, 25
t030, 10, 30
t030, 10, 34
t030, 11, 22
t030, 11, 34
t030, 13, 9
t030, 13, 22
t030, 14, 35
t030, 17, 10
t030, 17, 35
t030, 17, 40
t030, 18, 4
t030, 18, 22
t030, 18, 34
t030, 20, 10
t030, 20, 13
t030, 20, 23
t030, 20, 40
t030, 21, 13
t030, 21, 39
t030, 22, 7
t030, 22, 27
t030, 23, 16
t030, 23, 35
t030, 23, 39
t030, 26, 9
t030, 26, 16
t030, 26, 25
t030, 26, 30
t030, 26, 37
t030, 26, 40
t030, 27, 10
t030, 27, 14
t030, 27, 24
t030, 29, 6
t030, 30, 29
t030, 31, 1
t030, 31, 25
t030, 31, 29
t030, 31, 35
t030, 33, 14
t030, 35, 22
t030, 35, 26
t030, 35, 40
t030, 36, 13
t030, 36, 29
t030, 36, 37
t030, 38, 29
t030, 39, 27
t030, 39, 29
t030, 39, 30
t030, 39, 35
t030, 39, 37
t030, 40, 25
t031, 3, 26
t031, 4, 26
t031, 4, 34
t031, 4, 37
t031, 4, 40
t031, 7, 27
t031, 7, 34
t031, 7, 37
t031, 8, 37
t031, 9, 13
t031, 9, 14
t031, 9, 28
t031, 9, 29
t031, 9, 37
t031, 10, 11
t031, 10, 18
t031, 10, 24
t031, 10, 34
t031, 10, 40
t031, 11, 22
t031, 12, 23
t031, 12, 25
t031, 12, 26
t031, 13, 9
t031, 13, 33
t031, 15, 11
t031, 15, 22
t031, 16, 17
t031, 17, 35
t031, 18, 4
t031, 18, 34
t031, 22, 16
t031, 22, 19
t031, 22, 24
t031, 22, 27
t031, 23, 12
t031, 23, 13
t031, 23, 17
t031, 23, 35
t031, 24, 19
t031, 25, 35
t031, 26, 1
t031, 26, 2
t031, 26, 22
t031, 26, 37
t031, 27, 10
t031, 27, 19
t031, 27, 35
t031, 28, 3
t031, 28, 11
t031, 29, 6
t031, 29, 35
t031, 30, 29
t031, 31, 1
t031, 31, 25
t031, 31, 29
t031, 31, 35
t031, 33, 40
t031, 34, 23
t031, 34, 35
t031, 35, 22
t031, 35, 26
t031, 35, 40
t031, 36, 13
t031, 36, 29
t031, 38, 3
t031, 38, 19
t031, 38, 29
t031, 39, 9
t031, 39, 19
t031, 39, 29
t031, 39, 35
t031, 39, 37
t031, 39, 40
t031, 40, 25
t032, 1, 3
t032, 4, 16
t032, 4, 22
t032, 4, 37
t032, 4, 40
t032, 5, 29
t032, 6, 10
t032, 6, 26
t032, 7, 16
t032, 7, 27
t032, 7, 37
t032, 9, 13
t032, 9, 14
t032, 9, 25
t032, 10, 11
t032, 11, 5
t032, 11, 16
t032, 11, 34
t032, 12, 26
t032, 13, 37
t032, 14, 29
t032, 14, 39
t032, 15, 11
t032, 15, 35
t032, 17, 10
t032, 17, 22
t032, 18, 35
t032, 21, 11
t032, 22, 10
t032, 23, 40
t032, 24, 19
t032, 24, 36
t032, 25, 13
t032, 25, 35
t032, 26, 1
t032, 26, 17
t032, 26, 22
t032, 26, 28
t032, 26, 37
t032, 27, 10
t032, 27, 24
t032, 28, 3
t032, 29, 6
t032, 29, 22
t032, 30, 29
t032, 30, 31
t032, 32, 37
t032, 33, 28
t032, 33, 35
t032, 34, 12
t032, 34, 23
t032, 34, 35
t032, 35, 8
t032, 35, 22
t032, 35, 40
t032, 39, 19
t032, 39, 29
t032, 39, 35
t032, 39, 37
t032, 39, 40
t033, 3, 2
t033, 3, 19
t033, 3, 26
t033, 4, 14
t033, 4, 22
t033, 4, 36
t033, 4, 37
t033, 4, 40
t033, 6, 26
t033, 8, 11
t033, 9, 11
t033, 9, 13
t033, 9, 19
t033, 9, 28
t033, 10, 26
t033, 11, 22
t033, 11, 23
t033, 12, 8
t033, 12, 25
t033, 12, 35
t033, 13, 29
t033, 13, 37
t033, 13, 39
t033, 13, 40
t033, 14, 29
t033, 15, 1
t033, 15, 16
t033, 15, 22
t033, 16, 14
t033, 16, 17
t033, 16, 27
t033, 16, 29
t033, 17, 22
t033, 17, 35
t033, 20, 26
t033, 21, 23
t033, 22, 10
t033, 22, 26
t033, 24, 7
t033, 24, 36
t033, 25, 13
t033, 25, 34
t033, 27, 10
t033, 27, 24
t033, 27, 26
t033, 28, 3
t033, 28, 11
t033, 29, 6
t033, 29, 19
t033, 29, 22
t033, 29, 26
t033, 30, 29
t033, 30, 31
t033, 31, 19
t033, 32, 4
t033, 32, 10
t033, 32, 37
t033, 33, 3
t033, 33, 14
t033, 33, 19
t033, 33, 28
t033, 33, 38
t033, 34, 6
t033, 34, 12
t033, 34, 23
t033, 35, 6
t033, 35, 22
t033, 35, 26
t033, 35, 40
t033, 37, 16
t033, 37, 29
t033, 38, 26
t033, 38, 36
t033, 39, 30
t033, 39, 40
t034, 1, 3
t034, 1, 19
t034, 2, 18
t034, 3, 12
t034, 3, 14
t034, 3, 26
t034, 3, 31
t034, 3, 33
t034, 3, 36
t034, 4, 19
t034, 4, 22
t034, 4, 25
t034, 4, 29
t034, 4, 37
t034, 4, 40
t034, 5, 25
t034, 6, 3
t034, 6, 23
t034, 6, 26
t034, 8, 22
t034, 10, 11
t034, 10, 40
t034, 11, 3
t034, 11, 22
t034, 11, 26
t034, 11, 28
t034, 12, 25
t034, 13, 21
t034, 13, 25
t034, 13, 29
t034, 13, 37
t034, 14, 29
t034, 15, 1
t034, 15, 16
t034, 15, 22
t034, 15, 29
t034, 15, 40
t034, 16, 29
t034, 17, 6
t034, 18, 22
t034, 22, 3
t034, 22, 10
t034, 22, 26
t034, 23, 1
t034, 23, 28
t034, 23, 40
t034, 24, 7
t034, 24, 19
t034, 24, 36
t034, 25, 13
t034, 25, 19
t034, 26, 10
t034, 26, 18
t034, 26, 22
t034, 27, 24
t034, 28, 23
t034, 28, 30
t034, 29, 3
t034, 29, 10
t034, 29, 22
t034, 29, 23
t034, 29, 26
t034, 29, 35
t034, 30, 25
t034, 30, 31
t034, 31, 19
t034, 32, 4
t034, 32, 13
t034, 32, 37
t034, 33, 11
t034, 33, 26
t034, 33, 28
t034, 34, 10
t034, 34, 23
t034, 35, 22
t034, 35, 29
t034, 36, 24
t034, 36, 29
t034, 37, 23
t034, 37, 26
t034, 38, 7
t034, 39, 26
t034, 39, 40
t035, 1, 3
t035, 1, 17
t035, 1, 19
t035, 3, 7
t035, 3, 20
t035, 3, 25
t035, 3, 26
t035, 3, 31
t035, 4, 1
t035, 4, 22
t035, 5, 25
t035, 6, 3
t035, 6, 8
t035, 6, 23
t035, 8, 4
t035, 8, 29
t035, 8, 31
t035, 8, 35
t035, 10, 11
t035, 10, 19
t035, 10, 35
t035, 11, 1
t035, 11, 34
t035, 12, 23
t035, 12, 25
t035, 13, 21
t035, 14, 2
t035, 14, 22
t035, 14, 29
t035, 14, 37
t035, 15, 16
t035, 15, 29
t035, 15, 37
t035, 15, 40
t035, 17, 16
t035, 17, 22
t035, 17, 35
t035, 18, 22
t035, 19, 38
t035, 20, 16
t035, 22, 10
t035, 23, 28
t035, 24, 13
t035, 24, 27
t035, 24, 36
t035, 25, 11
t035, 25, 14
t035, 25, 19
t035, 26, 1
t035, 26, 10
t035, 26, 18
t035, 26, 22
t035, 27, 10
t035, 27, 24
t035, 28, 14
t035, 28, 20
t035, 28, 23
t035, 30, 31
t035, 31, 19
t035, 32, 4
t035, 32, 7
t035, 32, 10
t035, 32, 13
t035, 32, 23
t035, 32, 27
t035, 32, 37
t035, 33, 25
t035, 33, 26
t035, 33, 28
t035, 34, 23
t035, 35, 11
t035, 35, 20
t035, 35, 21
t035, 35, 22
t035, 35, 29
t035, 35, 36
t035, 38, 19
t035, 39, 29
t035, 39, 30
t036, 1, 19
t036, 3, 2
t036, 3, 7
t036, 3, 12
t036, 3, 20
t036, 3, 25
t036, 3, 26
t036, 4, 19
t036, 4, 26
t036, 6, 3
t036, 6, 13
t036, 6, 23
t036, 7, 18
t036, 8, 9
t036, 8, 29
t036, 8, 31
t036, 8, 37
t036, 9, 16
t036, 10, 11
t036, 10, 18
t036, 10, 29
t036, 11, 3
t036, 11, 4
t036, 11, 7
t036, 11, 16
t036, 11, 23
t036, 12, 1
t036, 12, 24
t036, 12, 25
t036, 12, 26
t036, 14, 2
t036, 14, 22
t036, 14, 29
t036, 14, 35
t036, 15, 22
t036, 15, 26
t036, 15, 35
t036, 17, 16
t036, 17, 22
t036, 18, 35
t036, 19, 4
t036, 19, 7
t036, 19, 12
t036, 19, 31
t036, 20, 29
t036, 21, 22
t036, 21, 40
t036, 22, 10
t036, 23, 40
t036, 24, 7
t036, 24, 19
t036, 24, 27
t036, 24, 30
t036, 25, 4
t036, 25, 14
t036, 25, 15
t036, 25, 20
t036, 26, 18
t036, 26, 22
t036, 27, 10
t036, 27, 24
t036, 28, 37
t036, 30, 1
t036, 30, 25
t036, 30, 31
t036, 30, 39
t036, 31, 35
t036, 32, 7
t036, 32, 11
t036, 32, 37
t036, 33, 28
t036, 34, 10
t036, 34, 15
t036, 37, 11
t036, 40, 16
t036, 40, 38
t037, 1, 7
t037, 1, 20
t037, 1, 23
t037, 1, 39
t037, 3, 1
t037, 3, 6
t037, 3, 7
t037, 3, 20
t037, 3, 31
t037, 3, 33
t037, 5, 7
t037, 6, 13
t037, 6, 26
t037, 7, 12
t037, 7, 18
t037, 7, 34
t037, 8, 11
t037, 8, 26
t037, 9, 23
t037, 10, 8
t037, 10, 11
t037, 10, 18
t037, 10, 19
t037, 10, 22
t037, 11, 1
t037, 11, 2
t037, 11, 3
t037, 11, 5
t037, 11, 10
t037, 11, 19
t037, 12, 1
t037, 12, 24
t037, 13, 1
t037, 13, 25
t037, 13, 37
t037, 15, 29
t037, 15, 38
t037, 15, 40
t037, 16, 36
t037, 17, 7
t037, 17, 20
t037, 17, 27
t037, 17, 39
t037, 18, 2
t037, 18, 11
t037, 19, 2
t037, 19, 4
t037, 19, 11
t037, 19, 12
t037, 19, 17
t037, 19, 29
t037, 19, 38
t037, 20, 25
t037, 20, 40
t037, 22, 8
t037, 22, 10
t037, 22, 14
t037, 22, 27
t037, 22, 35
t037, 23, 1
t037, 23, 40
t037, 24, 7
t037, 24, 27
t037, 24, 37
t037, 25, 2
t037, 25, 4
t037, 25, 15
t037, 25, 20
t037, 26, 7
t037, 26, 9
t037, 26, 18
t037, 26, 22
t037, 28, 25
t037, 28, 39
t037, 31, 37
t037, 32, 37
t037, 33, 16
t037, 34, 10
t037, 35, 20
t037, 36, 24
t037, 36, 29
t037, 37, 1
t037, 37, 16
t037, 40, 22
t037, 40, 31
t038, 1, 17
t038, 1, 24
t038, 1, 39
t038, 2, 7
t038, 3, 7
t038, 3, 15
t038, 3, 20
t038, 3, 29
t038, 5, 14
t038, 6, 26
t038, 7, 18
t038, 7, 34
t038, 8, 11
t038, 8, 26
t038, 10, 7
t038, 10, 11
t038, 10, 17
t038, 10, 18
t038, 10, 28
t038, 10, 31
t038, 11, 3
t038, 12, 1
t038, 12, 5
t038, 12, 26
t038, 12, 35
t038, 13, 1
t038, 13, 36
t038, 13, 37
t038, 15, 29
t038, 16, 24
t038, 18, 2
t038, 19, 2
t038, 19, 4
t038, 19, 5
t038, 19, 11
t038, 19, 12
t038, 19, 17
t038, 19, 38
t038, 20, 12
t038, 21, 19
t038, 21, 40
t038, 22, 8
t038, 22, 27
t038, 22, 35
t038, 23, 40
t038, 24, 20
t038, 24, 27
t038, 24, 37
t038, 25, 20
t038, 26, 3
t038, 26, 9
t038, 26, 16
t038, 26, 18
t038, 26, 29
t038, 26, 34
t038, 27, 24
t038, 27, 26
t038, 28, 14
t038, 31, 19
t038, 31, 40
t038, 32, 10
t038, 34, 27
t038, 36, 24
t038, 36, 25
t038, 37, 1
t038, 37, 11
t038, 38, 7
t038, 38, 8
t039, 1, 3
t039, 1, 19
t039, 1, 39
t039, 2, 7
t039, 3, 14
t039, 3, 25
t039, 5, 29
t039, 6, 15
t039, 7, 13
t039, 7, 18
t039, 7, 34
t039, 9, 22
t039, 10, 18
t039, 10, 25
t039, 10, 34
t039, 11, 3
t039, 11, 19
t039, 13, 1
t039, 13, 36
t039, 13, 37
t039, 16, 24
t039, 16, 27
t039, 16, 39
t039, 17, 26
t039, 18, 9
t039, 18, 11
t039, 19, 4
t039, 19, 5
t039, 19, 17
t039, 19, 37
t039, 21, 40
t039, 22, 10
t039, 22, 11
t039, 22, 27
t039, 23, 1
t039, 23, 25
t039, 23, 40
t039, 24, 21
t039, 24, 27
t039, 24, 34
t039, 26, 10
t039, 26, 21
t039, 26, 25
t039, 26, 29
t039, 26, 31
t039, 27, 5
t039, 27, 24
t039, 28, 3
t039, 28, 7
t039, 28, 14
t039, 28, 16
t039, 28, 25
t039, 31, 2
t039, 31, 19
t039, 31, 25
t039, 31, 29
t039, 31, 37
t039, 33, 25
t039, 34, 10
t039, 37, 19
t040, 1, 3
t040, 1, 16
t040, 1, 24
t040, 1, 33
t040, 2, 7
t040, 2, 38
t040, 3, 25
t040, 3, 38
t040, 4, 36
t040, 6, 36
t040, 6, 40
t040, 7, 12
t040, 7, 25
t040, 7, 34
t040, 7, 38
t040, 9, 11
t040, 9, 22
t040, 10, 4
t040, 10, 18
t040, 10, 24
t040, 10, 36
t040, 11, 3
t040, 11, 4
t040, 11, 7
t040, 11, 19
t040, 11, 22
t040, 11, 24
t040, 11, 26
t040, 12, 16
t040, 12, 31
t040, 12, 35
t040, 13, 29
t040, 13, 32
t040, 13, 36
t040, 15, 22
t040, 16, 10
t040, 16, 24
t040, 17, 35
t040, 18, 9
t040, 18, 36
t040, 19, 3
t040, 19, 4
t040, 19, 6
t040, 19, 17
t040, 19, 32
t040, 20, 13
t040, 20, 16
t040, 20, 29
t040, 21, 26
t040, 22, 35
t040, 22, 36
t040, 23, 16
t040, 23, 25
t040, 24, 27
t040, 26, 10
t040, 26, 21
t040, 26, 25
t040, 26, 39
t040, 27, 10
t040, 27, 24
t040, 27, 29
t040, 28, 3
t040, 28, 7
t040, 28, 14
t040, 28, 25
t040, 29, 3
t040, 29, 6
t040, 30, 4
t040, 31, 2
t040, 31, 11
t040, 31, 19
t040, 31, 22
t040, 31, 29
t040, 31, 35
t040, 31, 37
t040, 31, 40
t040, 33, 16
t040, 33, 26
t040, 34, 24
t040, 35, 16
t040, 35, 20
t040, 36, 24
t040, 37, 1
t040, 37, 19
t040, 37, 29
t040, 39, 25
t040, 39, 26
t041, 1, 7
t041, 1, 14
t041, 1, 16
t041, 1, 18
t041, 1, 20
t041, 1, 33
t041, 2, 7
t041, 3, 26
t041, 3, 27
t041, 3, 30
t041, 3, 38
t041, 7, 12
t041, 7, 13
t041, 7, 21
t041, 7, 25
t041, 7, 34
t041, 9, 11
t041, 10, 4
t041, 10, 24
t041, 10, 25
t041, 10, 28
t041, 11, 2
t041, 11, 3
t041, 11, 4
t041, 11, 7
t041, 11, 19
t041, 11, 22
t041, 12, 31
t041, 13, 4
t041, 15, 7
t041, 15, 22
t041, 15, 38
t041, 17, 4
t041, 17, 16
t041, 17, 25
t041, 17, 26
t041, 18, 14
t041, 18, 22
t041, 18, 35
t041, 18, 36
t041, 19, 13
t041, 19, 29
t041, 19, 32
t041, 20, 13
t041, 20, 23
t041, 20, 24
t041, 20, 25
t041, 22, 39
t041, 23, 25
t041, 23, 28
t041, 24, 4
t041, 24, 27
t041, 25, 4
t041, 25, 11
t041, 25, 22
t041, 26, 1
t041, 26, 2
t041, 26, 10
t041, 26, 11
t041, 26, 22
t041, 26, 24
t041, 26, 25
t041, 26, 29
t041, 27, 19
t041, 27, 32
t041, 27, 35
t041, 28, 3
t041, 28, 7
t041, 28, 14
t041, 29, 18
t041, 30, 5
t041, 31, 2
t041, 31, 11
t041, 31, 19
t041, 31, 26
t041, 31, 29
t041, 31, 35
t041, 31, 37
t041, 33, 2
t041, 33, 16
t041, 33, 25
t041, 34, 24
t041, 35, 25
t041, 35, 40
t041, 37, 1
t041, 37, 29
t041, 37, 35
t041, 38, 7
t041, 39, 25
t041, 39, 26
t042, 2, 7
t042, 3, 16
t042, 3, 26
t042, 3, 27
t042, 3, 35
t042, 4, 14
t042, 4, 30
t042, 4, 36
t042, 5, 21
t042, 7, 2
t042, 7, 34
t042, 8, 2
t042, 8, 23
t042, 10, 4
t042, 10, 34
t042, 11, 2
t042, 11, 3
t042, 12, 31
t042, 13, 36
t042, 14, 32
t042, 15, 22
t042, 15, 38
t042, 16, 10
t042, 16, 24
t042, 16, 29
t042, 17, 5
t042, 17, 7
t042, 17, 26
t042, 17, 29
t042, 17, 37
t042, 18, 11
t042, 18, 14
t042, 18, 36
t042, 19, 7
t042, 20, 24
t042, 20, 35
t042, 22, 11
t042, 22, 29
t042, 23, 28
t042, 23, 40
t042, 24, 4
t042, 24, 8
t042, 24, 19
t042, 24, 27
t042, 25, 13
t042, 25, 19
t042, 25, 34
t042, 25, 38
t042, 26, 1
t042, 26, 2
t042, 26, 18
t042, 26, 20
t042, 26, 28
t042, 27, 19
t042, 27, 26
t042, 27, 32
t042, 27, 35
t042, 27, 36
t042, 28, 22
t042, 29, 18
t042, 29, 38
t042, 31, 12
t042, 31, 16
t042, 31, 19
t042, 31, 26
t042, 31, 35
t042, 32, 2
t042, 33, 6
t042, 33, 11
t042, 34, 6
t042, 35, 16
t042, 35, 21
t042, 36, 25
t042, 37, 7
t042, 37, 34
t042, 38, 2
t042, 38, 7
t042, 39, 19
t042, 39, 25
t042, 39, 26
t042, 40, 4
t042, 40, 20
t042, 40, 35
t043, 1, 35
t043, 1, 38
t043, 2, 7
t043, 2, 32
t043, 3, 21
t043, 4, 40
t043, 6, 22
t043, 7, 25
t043, 7, 40
t043, 8, 1
t043, 8, 19
t043, 8, 23
t043, 8, 38
t043, 8, 40
t043, 10, 4
t043, 10, 11
t043, 11, 2
t043, 11, 7
t043, 11, 22
t043, 12, 31
t043, 12, 37
t043, 13, 19
t043, 14, 23
t043, 14, 37
t043, 14, 38
t043, 15, 22
t043, 15, 38
t043, 15, 39
t043, 15, 40
t043, 16, 10
t043, 16, 29
t043, 18, 4
t043, 18, 9
t043, 18, 11
t043, 18, 36
t043, 19, 4
t043, 19, 38
t043, 20, 14
t043, 20, 19
t043, 20, 25
t043, 20, 27
t043, 20, 29
t043, 21, 6
t043, 22, 4
t043, 22, 10
t043, 22, 11
t043, 22, 24
t043, 22, 35
t043, 23, 1
t043, 23, 28
t043, 24, 17
t043, 24, 19
t043, 24, 27
t043, 24, 29
