t,src,snk
t023, 12, 38
t023, 13, 37
t023, 14, 32
t023, 14, 38
t023, 15, 6
t023, 15, 40
t023, 16, 7
t023, 17, 16
t023, 19, 5
t023, 19, 11
t023, 21, 2
t023, 22, 9
t023, 22, 25
t023, 23, 2
t023, 24, 5
t023, 24, 13
t023, 25, 16
t023, 25, 17
t023, 27, 25
t023, 28, 1
t023, 29, 9
t023, 29, 26
t023, 30, 5
t023, 31, 2
t023, 31, 9
t023, 31, 24
t023, 31, 26
t023, 31, 29
t023, 32, 5
t023, 32, 9
t023, 32, 14
t023, 33, 16
t023, 37, 3
t023, 39, 17
t024, 1, 3
t024, 1, 11
t024, 1, 13
t024, 1, 37
t024, 5, 35
t024, 6, 3
t024, 7, 16
t024, 7, 17
t024, 7, 24
t024, 7, 28
t024, 8, 4
t024, 11, 8
t024, 11, 19
t024, 12, 24
t024, 14, 32
t024, 14, 38
t024, 15, 40
t024, 17, 16
t024, 20, 18
t024, 20, 23
t024, 21, 2
t024, 22, 25
t024, 22, 37
t024, 23, 2
t024, 24, 13
t024, 24, 28
t024, 25, 16
t024, 25, 17
t024, 27, 25
t024, 28, 1
t024, 29, 9
t024, 29, 26
t024, 30, 5
t024, 30, 25
t024, 31, 2
t024, 31, 9
t024, 31, 13
t024, 31, 24
t024, 31, 26
t024, 31, 29
t024, 32, 5
t024, 32, 9
t024, 32, 14
t024, 32, 39
t024, 33, 11
t024, 33, 16
t024, 39, 2
t025, 1, 3
t025, 1, 8
t025, 1, 11
t025, 1, 13
t025, 1, 37
t025, 5, 35
t025, 6, 3
t025, 7, 16
t025, 7, 17
t025, 7, 28
t025, 8, 4
t025, 8, 28
t025, 11, 8
t025, 12, 24
t025, 14, 26
t025, 14, 32
t025, 16, 37
t025, 19, 11
t025, 19, 35
t025, 20, 18
t025, 20, 23
t025, 20, 25
t025, 21, 2
t025, 22, 24
t025, 22, 25
t025, 22, 37
t025, 23, 2
t025, 23, 17
t025, 24, 13
t025, 24, 28
t025, 25, 38
t025, 29, 4
t025, 29, 9
t025, 29, 26
t025, 30, 5
t025, 30, 25
t025, 31, 2
t025, 31, 13
t025, 31, 26
t025, 31, 29
t025, 31, 34
t025, 32, 5
t025, 32, 39
t025, 33, 16
t025, 36, 9
t025, 39, 2
t025, 39, 21
t025, 39, 35
t025, 39, 38
t025, 40, 15
t026, 1, 3
t026, 1, 6
t026, 1, 8
t026, 1, 11
t026, 1, 13
t026, 1, 27
t026, 1, 37
t026, 2, 26
t026, 5, 35
t026, 7, 16
t026, 7, 28
t026, 8, 4
t026, 8, 28
t026, 10, 12
t026, 11, 1
t026, 11, 8
t026, 12, 24
t026, 12, 38
t026, 14, 26
t026, 16, 6
t026, 16, 34
t026, 18, 4
t026, 19, 11
t026, 19, 28
t026, 19, 35
t026, 19, 38
t026, 20, 18
t026, 20, 23
t026, 20, 25
t026, 20, 27
t026, 21, 2
t026, 21, 37
t026, 22, 25
t026, 23, 2
t026, 24, 28
t026, 25, 38
t026, 27, 5
t026, 29, 4
t026, 29, 9
t026, 29, 26
t026, 29, 35
t026, 30, 20
t026, 30, 25
t026, 30, 40
t026, 31, 2
t026, 31, 6
t026, 31, 25
t026, 31, 26
t026, 31, 29
t026, 31, 34
t026, 32, 38
t026, 32, 39
t026, 36, 9
t026, 38, 35
t026, 39, 2
t026, 39, 21
t026, 39, 35
t026, 39, 38
t026, 40, 23
t027, 1, 3
t027, 1, 25
t027, 2, 25
t027, 5, 35
t027, 7, 16
t027, 8, 4
t027, 8, 28
t027, 9, 31
t027, 10, 12
t027, 10, 15
t027, 11, 1
t027, 11, 8
t027, 11, 39
t027, 12, 24
t027, 12, 38
t027, 13, 15
t027, 14, 26
t027, 14, 32
t027, 16, 6
t027, 16, 34
t027, 18, 4
t027, 19, 11
t027, 19, 28
t027, 19, 38
t027, 20, 23
t027, 20, 25
t027, 20, 27
t027, 21, 2
t027, 21, 5
t027, 21, 9
t027, 21, 37
t027, 22, 25
t027, 23, 2
t027, 24, 16
t027, 24, 28
t027, 25, 38
t027, 27, 5
t027, 28, 24
t027, 29, 9
t027, 29, 26
t027, 29, 35
t027, 30, 12
t027, 30, 20
t027, 30, 25
t027, 30, 28
t027, 30, 40
t027, 31, 2
t027, 31, 6
t027, 31, 25
t027, 31, 26
t027, 31, 29
t027, 31, 34
t027, 32, 38
t027, 33, 30
t027, 36, 9
t027, 38, 4
t027, 38, 35
t027, 39, 2
t027, 39, 21
t027, 39, 35
t027, 39, 38
t028, 1, 3
t028, 1, 22
t028, 1, 25
t028, 2, 25
t028, 5, 35
t028, 7, 16
t028, 8, 4
t028, 8, 36
t028, 9, 31
t028, 10, 12
t028, 10, 15
t028, 11, 1
t028, 11, 39
t028, 12, 14
t028, 12, 24
t028, 13, 15
t028, 14, 26
t028, 15, 28
t028, 16, 6
t028, 16, 34
t028, 18, 4
t028, 19, 28
t028, 19, 38
t028, 20, 22
t028, 20, 23
t028, 20, 25
t028, 21, 2
t028, 21, 5
t028, 21, 9
t028, 21, 13
t028, 21, 27
t028, 23, 2
t028, 24, 28
t028, 25, 38
t028, 27, 5
t028, 27, 35
t028, 28, 23
t028, 28, 24
t028, 29, 9
t028, 29, 26
t028, 29, 35
t028, 30, 12
t028, 30, 20
t028, 30, 22
t028, 30, 25
t028, 30, 28
t028, 30, 29
t028, 30, 40
t028, 31, 2
t028, 31, 25
t028, 31, 29
t028, 31, 34
t028, 31, 40
t028, 32, 13
t028, 38, 4
t028, 38, 35
t028, 39, 35
t028, 39, 38
t029, 1, 3
t029, 1, 22
t029, 1, 25
t029, 1, 37
t029, 2, 5
t029, 2, 25
t029, 5, 35
t029, 6, 18
t029, 8, 4
t029, 8, 36
t029, 9, 31
t029, 10, 15
t029, 11, 1
t029, 11, 31
t029, 11, 39
t029, 12, 14
t029, 12, 27
t029, 13, 15
t029, 14, 26
t029, 14, 27
t029, 14, 32
t029, 15, 28
t029, 16, 34
t029, 17, 16
t029, 17, 31
t029, 18, 4
t029, 18, 12
t029, 18, 26
t029, 19, 38
t029, 20, 22
t029, 20, 23
t029, 20, 25
t029, 21, 5
t029, 21, 13
t029, 21, 27
t029, 21, 36
t029, 23, 2
t029, 24, 28
t029, 25, 9
t029, 25, 16
t029, 25, 19
t029, 25, 38
t029, 27, 5
t029, 27, 20
t029, 27, 35
t029, 28, 23
t029, 28, 24
t029, 29, 9
t029, 29, 26
t029, 30, 5
t029, 30, 9
t029, 30, 12
t029, 30, 20
t029, 30, 22
t029, 30, 29
t029, 31, 24
t029, 31, 40
t029, 32, 1
t029, 32, 8
t029, 32, 13
t029, 32, 18
t029, 38, 4
t029, 39, 38
t029, 40, 8
t029, 40, 28
t030, 1, 3
t030, 1, 22
t030, 1, 37
t030, 2, 5
t030, 2, 25
t030, 4, 22
t030, 5, 4
t030, 5, 35
t030, 6, 18
t030, 8, 4
t030, 8, 7
t030, 10, 15
t030, 10, 26
t030, 11, 22
t030, 11, 31
t030, 11, 39
t030, 12, 14
t030, 14, 26
t030, 14, 27
t030, 14, 32
t030, 15, 28
t030, 16, 34
t030, 17, 31
t030, 18, 4
t030, 18, 12
t030, 18, 26
t030, 19, 8
t030, 19, 36
t030, 19, 38
t030, 20, 22
t030, 20, 23
t030, 21, 5
t030, 21, 13
t030, 21, 27
t030, 21, 36
t030, 21, 39
t030, 23, 2
t030, 23, 32
t030, 24, 28
t030, 25, 9
t030, 25, 16
t030, 25, 19
t030, 25, 27
t030, 26, 2
t030, 27, 5
t030, 27, 20
t030, 28, 23
t030, 28, 24
t030, 29, 9
t030, 30, 5
t030, 30, 9
t030, 30, 22
t030, 31, 40
t030, 32, 1
t030, 32, 8
t030, 32, 13
t030, 32, 18
t030, 33, 7
t030, 34, 26
t030, 35, 26
t030, 38, 4
t030, 38, 35
t030, 39, 38
t030, 40, 5
t030, 40, 8
t030, 40, 23
t030, 40, 28
t031, 1, 22
t031, 1, 37
t031, 4, 22
t031, 5, 9
t031, 6, 18
t031, 7, 37
t031, 8, 4
t031, 9, 32
t031, 10, 15
t031, 11, 22
t031, 11, 31
t031, 11, 39
t031, 12, 14
t031, 14, 26
t031, 14, 27
t031, 14, 32
t031, 15, 28
t031, 17, 7
t031, 18, 12
t031, 18, 26
t031, 19, 8
t031, 19, 36
t031, 20, 22
t031, 20, 23
t031, 21, 5
t031, 21, 36
t031, 23, 2
t031, 23, 32
t031, 24, 26
t031, 24, 28
t031, 25, 9
t031, 25, 16
t031, 26, 2
t031, 26, 13
t031, 27, 5
t031, 27, 20
t031, 28, 23
t031, 28, 24
t031, 30, 5
t031, 30, 9
t031, 30, 22
t031, 31, 40
t031, 32, 16
t031, 32, 18
t031, 33, 7
t031, 34, 26
t031, 35, 26
t031, 36, 32
t031, 38, 4
t031, 38, 35
t031, 39, 21
t031, 40, 8
t031, 40, 23
t032, 1, 6
t032, 1, 22
t032, 1, 36
t032, 4, 22
t032, 6, 18
t032, 6, 35
t032, 7, 37
t032, 9, 32
t032, 10, 15
t032, 11, 22
t032, 11, 31
t032, 11, 39
t032, 12, 6
t032, 13, 21
t032, 14, 26
t032, 14, 27
t032, 14, 32
t032, 17, 7
t032, 17, 22
t032, 18, 12
t032, 18, 26
t032, 18, 35
t032, 20, 14
t032, 20, 22
t032, 20, 23
t032, 20, 34
t032, 21, 36
t032, 21, 40
t032, 22, 37
t032, 23, 2
t032, 23, 24
t032, 24, 26
t032, 24, 28
t032, 25, 16
t032, 26, 2
t032, 26, 13
t032, 27, 5
t032, 27, 20
t032, 27, 25
t032, 28, 23
t032, 29, 9
t032, 29, 14
t032, 30, 5
t032, 30, 22
t032, 31, 40
t032, 32, 6
t032, 32, 16
t032, 32, 18
t032, 33, 7
t032, 33, 25
t032, 34, 1
t032, 34, 25
t032, 34, 26
t032, 36, 26
t032, 36, 32
t032, 38, 4
t032, 38, 10
t032, 38, 18
t032, 38, 26
t032, 38, 35
t032, 39, 21
t032, 40, 21
t032, 40, 23
t033, 1, 6
t033, 1, 22
t033, 1, 36
t033, 4, 22
t033, 6, 3
t033, 6, 18
t033, 7, 16
t033, 7, 37
t033, 7, 40
t033, 8, 31
t033, 9, 32
t033, 11, 39
t033, 12, 19
t033, 12, 21
t033, 13, 21
t033, 14, 26
t033, 14, 27
t033, 15, 40
t033, 17, 22
t033, 17, 33
t033, 18, 12
t033, 18, 26
t033, 20, 14
t033, 20, 23
t033, 20, 34
t033, 21, 25
t033, 21, 40
t033, 22, 30
t033, 22, 36
t033, 22, 37
t033, 23, 2
t033, 23, 24
t033, 24, 21
t033, 27, 5
t033, 27, 20
t033, 27, 25
t033, 29, 9
t033, 29, 14
t033, 29, 31
t033, 29, 39
t033, 30, 5
t033, 30, 22
t033, 31, 40
t033, 32, 6
t033, 32, 16
t033, 32, 18
t033, 32, 22
t033, 32, 40
t033, 33, 7
t033, 33, 25
t033, 33, 36
t033, 34, 1
t033, 34, 25
t033, 34, 26
t033, 36, 26
t033, 36, 32
t033, 36, 34
t033, 38, 10
t033, 38, 18
t033, 38, 26
t033, 39, 21
t033, 40, 21
t033, 40, 23
t034, 1, 6
t034, 1, 22
t034, 1, 36
t034, 4, 22
t034, 4, 25
t034, 4, 31
t034, 5, 13
t034, 6, 3
t034, 7, 16
t034, 7, 37
t034, 7, 40
t034, 8, 31
t034, 8, 35
t034, 8, 36
t034, 9, 32
t034, 10, 28
t034, 11, 39
t034, 12, 19
t034, 12, 21
t034, 14, 26
t034, 16, 8
t034, 17, 22
t034, 17, 33
t034, 18, 12
t034, 21, 25
t034, 21, 40
t034, 22, 30
t034, 22, 36
t034, 22, 37
t034, 23, 2
t034, 23, 24
t034, 23, 25
t034, 23, 36
t034, 24, 21
t034, 25, 14
t034, 26, 1
t034, 26, 5
t034, 26, 38
t034, 27, 5
t034, 27, 20
t034, 28, 1
t034, 29, 9
t034, 29, 14
t034, 29, 31
t034, 29, 32
t034, 29, 39
t034, 30, 5
t034, 30, 22
t034, 32, 3
t034, 32, 6
t034, 32, 16
t034, 32, 40
t034, 33, 25
t034, 33, 36
t034, 34, 25
t034, 36, 26
t034, 36, 32
t034, 36, 34
t034, 37, 1
t034, 38, 10
t034, 38, 18
t034, 38, 26
t034, 39, 19
t034, 39, 21
t034, 40, 19
t034, 40, 21
t035, 1, 6
t035, 1, 11
t035, 1, 22
t035, 1, 36
t035, 3, 31
t035, 4, 22
t035, 4, 25
t035, 4, 31
t035, 5, 13
t035, 5, 35
t035, 6, 3
t035, 7, 37
t035, 7, 40
t035, 8, 31
t035, 8, 36
t035, 9, 32
t035, 10, 28
t035, 11, 39
t035, 12, 19
t035, 12, 21
t035, 13, 25
t035, 14, 26
t035, 16, 8
t035, 17, 22
t035, 17, 33
t035, 19, 7
t035, 21, 8
t035, 21, 25
t035, 21, 40
t035, 23, 2
t035, 23, 36
t035, 25, 14
t035, 25, 19
t035, 26, 1
t035, 26, 5
t035, 27, 18
t035, 27, 20
t035, 28, 1
t035, 29, 9
t035, 29, 14
t035, 29, 26
t035, 29, 31
t035, 29, 32
t035, 29, 39
t035, 30, 32
t035, 32, 3
t035, 32, 6
t035, 33, 21
t035, 34, 25
t035, 35, 6
t035, 36, 26
t035, 36, 32
t035, 36, 34
t035, 37, 1
t035, 38, 18
t035, 38, 26
t035, 39, 19
t035, 40, 8
t035, 40, 19
t036, 1, 11
t036, 1, 22
t036, 1, 36
t036, 3, 26
t036, 3, 31
t036, 3, 33
t036, 4, 22
t036, 4, 25
t036, 4, 31
t036, 5, 15
t036, 5, 35
t036, 6, 3
t036, 6, 38
t036, 8, 31
t036, 8, 36
t036, 10, 28
t036, 11, 39
t036, 12, 19
t036, 12, 21
t036, 14, 26
t036, 15, 1
t036, 15, 23
t036, 15, 36
t036, 16, 8
t036, 16, 10
t036, 17, 26
t036, 19, 7
t036, 19, 33
t036, 21, 8
t036, 21, 25
t036, 21, 40
t036, 22, 8
t036, 23, 36
t036, 25, 14
t036, 25, 19
t036, 26, 2
t036, 26, 5
t036, 27, 20
t036, 28, 1
t036, 28, 24
t036, 29, 9
t036, 29, 14
t036, 29, 26
t036, 29, 31
t036, 29, 32
t036, 29, 39
t036, 30, 24
t036, 30, 32
t036, 32, 3
t036, 32, 38
t036, 33, 21
t036, 34, 24
t036, 34, 25
t036, 35, 6
t036, 36, 26
t036, 37, 1
t036, 37, 7
t036, 37, 40
t036, 38, 26
t036, 38, 39
t036, 39, 19
t036, 39, 25
t036, 40, 8
t036, 40, 19
t037, 1, 11
t037, 1, 22
t037, 1, 36
t037, 1, 37
t037, 2, 5
t037, 2, 6
t037, 2, 24
t037, 3, 19
t037, 3, 23
t037, 3, 24
t037, 3, 26
t037, 3, 31
t037, 3, 38
t037, 4, 22
t037, 4, 31
t037, 6, 38
t037, 8, 31
t037, 10, 14
t037, 11, 19
t037, 11, 39
t037, 14, 24
t037, 14, 26
t037, 15, 1
t037, 15, 7
t037, 15, 23
t037, 15, 36
t037, 16, 2
t037, 16, 10
t037, 17, 26
t037, 18, 2
t037, 18, 9
t037, 19, 18
t037, 21, 8
t037, 21, 25
t037, 21, 26
t037, 21, 40
t037, 22, 8
t037, 24, 35
t037, 26, 2
t037, 27, 20
t037, 28, 1
t037, 28, 24
t037, 29, 14
t037, 29, 26
t037, 29, 31
t037, 29, 32
t037, 29, 34
t037, 29, 39
t037, 30, 24
t037, 30, 32
t037, 32, 3
t037, 32, 38
t037, 33, 7
t037, 33, 21
t037, 33, 35
t037, 34, 18
t037, 34, 24
t037, 35, 6
t037, 37, 1
t037, 37, 7
t037, 37, 40
t037, 39, 19
t037, 39, 25
t037, 40, 8
t037, 40, 19
t037, 40, 21
t037, 40, 28
t037, 40, 38
t038, 2, 6
t038, 2, 24
t038, 3, 9
t038, 3, 19
t038, 3, 23
t038, 3, 24
t038, 3, 31
t038, 3, 38
t038, 4, 15
t038, 4, 22
t038, 4, 31
t038, 6, 8
t038, 8, 31
t038, 9, 26
t038, 10, 14
t038, 11, 19
t038, 14, 24
t038, 14, 26
t038, 15, 1
t038, 15, 36
t038, 15, 40
t038, 16, 2
t038, 16, 10
t038, 17, 26
t038, 18, 2
t038, 18, 9
t038, 19, 18
t038, 19, 21
t038, 21, 8
t038, 21, 26
t038, 22, 8
t038, 24, 35
t038, 26, 2
t038, 26, 39
t038, 27, 20
t038, 27, 24
t038, 27, 26
t038, 28, 1
t038, 28, 24
t038, 29, 14
t038, 29, 26
t038, 29, 31
t038, 29, 32
t038, 29, 34
t038, 29, 39
t038, 30, 24
t038, 33, 7
t038, 33, 35
t038, 34, 17
t038, 34, 18
t038, 37, 7
t038, 37, 8
t038, 37, 27
t038, 38, 37
t038, 40, 8
t038, 40, 19
t038, 40, 21
t038, 40, 28
t038, 40, 38
t039, 2, 6
t039, 3, 9
t039, 3, 19
t039, 3, 23
t039, 3, 31
t039, 4, 22
t039, 8, 13
t039, 8, 31
t039, 9, 26
t039, 10, 14
t039, 11, 19
t039, 13, 19
t039, 14, 24
t039, 14, 26
t039, 15, 19
t039, 15, 31
t039, 15, 40
t039, 16, 10
t039, 16, 28
t039, 17, 8
t039, 17, 26
t039, 18, 9
t039, 18, 14
t039, 19, 17
t039, 19, 18
t039, 19, 21
t039, 19, 30
t039, 20, 34
t039, 21, 26
t039, 21, 34
t039, 22, 8
t039, 24, 10
t039, 26, 2
t039, 27, 17
t039, 27, 20
t039, 27, 26
t039, 27, 34
t039, 28, 1
t039, 28, 24
t039, 29, 14
t039, 29, 26
t039, 29, 31
t039, 29, 32
t039, 29, 34
t039, 29, 39
t039, 33, 7
t039, 33, 12
t039, 33, 24
t039, 34, 17
t039, 34, 18
t039, 35, 38
t039, 36, 26
t039, 36, 32
t039, 37, 7
t039, 37, 22
t039, 38, 37
t039, 40, 8
t039, 40, 13
t039, 40, 19
t039, 40, 21
t039, 40, 28
t040, 1, 22
t040, 1, 36
t040, 3, 9
t040, 3, 23
t040, 3, 31
t040, 6, 18
t040, 8, 4
t040, 8, 5
t040, 8, 13
t040, 8, 35
t040, 9, 26
t040, 9, 32
t040, 11, 19
t040, 14, 27
t040, 14, 35
t040, 15, 28
t040, 15, 31
t040, 15, 35
t040, 15, 40
t040, 16, 28
t040, 17, 8
t040, 17, 22
t040, 17, 26
t040, 19, 8
t040, 19, 17
t040, 19, 18
t040, 19, 21
t040, 19, 30
t040, 20, 34
t040, 21, 28
t040, 21, 34
t040, 23, 30
t040, 23, 32
t040, 24, 10
t040, 26, 2
t040, 27, 17
t040, 27, 20
t040, 27, 34
t040, 28, 1
t040, 28, 24
t040, 29, 14
t040, 29, 26
t040, 29, 39
t040, 31, 29
t040, 32, 25
t040, 33, 7
t040, 33, 12
t040, 33, 24
t040, 34, 17
t040, 34, 18
t040, 35, 38
t040, 36, 26
t040, 36, 32
t040, 37, 22
t040, 38, 35
t040, 38, 37
t040, 40, 8
t040, 40, 13
t040, 40, 28
t041, 1, 22
t041, 1, 23
t041, 1, 36
t041, 3, 9
t041, 3, 23
t041, 6, 5
t041, 8, 4
t041, 8, 5
t041, 8, 12
t041, 9, 5
t041, 9, 8
t041, 9, 30
t041, 9, 32
t041, 11, 17
t041, 11, 19
t041, 14, 27
t041, 14, 35
t041, 15, 31
t041, 15, 35
t041, 16, 23
t041, 16, 28
t041, 17, 8
t041, 17, 22
t041, 17, 26
t041, 19, 8
t041, 19, 17
t041, 19, 21
t041, 19, 30
t041, 19, 38
t041, 20, 34
t041, 21, 15
t041, 21, 28
t041, 22, 6
t041, 22, 30
t041, 22, 39
t041, 23, 12
t041, 23, 24
t041, 23, 30
t041, 23, 32
t041, 24, 10
t041, 26, 2
t041, 27, 17
t041, 27, 20
t041, 27, 34
t041, 28, 24
t041, 29, 14
t041, 29, 26
t041, 29, 39
t041, 30, 5
t041, 31, 29
t041, 32, 21
t041, 32, 25
t041, 33, 7
t041, 33, 12
t041, 33, 24
t041, 34, 17
t041, 34, 18
t041, 35, 37
t041, 35, 38
t041, 36, 26
t041, 36, 32
t041, 37, 22
t041, 38, 35
t041, 38, 37
t042, 1, 23
t042, 3, 9
t042, 3, 23
t042, 4, 21
t042, 5, 22
t042, 6, 5
t042, 7, 16
t042, 7, 38
t042, 7, 39
t042, 8, 5
t042, 8, 6
t042, 8, 12
t042, 10, 23
t042, 10, 30
t042, 11, 17
t042, 14, 18
t042, 14, 35
t042, 15, 35
t042, 16, 23
t042, 16, 28
t042, 17, 22
t042, 17, 26
t042, 19, 8
t042, 19, 11
t042, 19, 17
t042, 19, 21
t042, 19, 23
t042, 19, 25
t042, 19, 30
t042, 19, 38
t042, 20, 28
t042, 21, 15
t042, 21, 20
t042, 22, 6
t042, 22, 23
t042, 22, 30
t042, 22, 36
t042, 23, 12
t042, 23, 15
t042, 23, 21
t042, 23, 24
t042, 23, 25
t042, 23, 28
t042, 23, 32
t042, 24, 7
t042, 24, 10
t042, 25, 14
t042, 26, 2
t042, 27, 10
t042, 27, 17
t042, 27, 20
t042, 27, 24
t042, 27, 26
t042, 27, 34
t042, 28, 11
t042, 28, 24
t042, 29, 39
t042, 30, 5
t042, 32, 21
t042, 32, 25
t042, 33, 7
t042, 33, 24
t042, 34, 17
t042, 35, 37
t042, 35, 38
t042, 36, 26
t042, 36, 32
t042, 37, 22
t042, 38, 35
t043, 1, 23
t043, 1, 31
t043, 2, 23
t043, 3, 7
t043, 3, 9
t043, 3, 23
t043, 3, 24
t043, 4, 21
t043, 5, 7
t043, 5, 22
t043, 5, 24
t043, 6, 18
t043, 7, 16
t043, 7, 21
t043, 7, 39
t043, 8, 5
t043, 8, 6
t043, 8, 12
t043, 8, 17
t043, 10, 15
t043, 10, 23
t043, 14, 18
t043, 16, 13
t043, 16, 19
t043, 16, 25
t043, 16, 28
t043, 16, 39
t043, 17, 16
t043, 18, 12
t043, 18, 32
t043, 18, 35
t043, 19, 8
t043, 19, 11
t043, 19, 23
t043, 19, 25
t043, 19, 38
t043, 19, 39
t043, 20, 28
t043, 21, 15
t043, 21, 30
t043, 22, 6
t043, 22, 12
t043, 22, 16
t043, 22, 30
t043, 22, 33
t043, 23, 12
t043, 23, 15
t043, 23, 25
t043, 23, 28
t043, 23, 32
t043, 23, 35
t043, 24, 10
t043, 25, 14
t043, 26, 2
t043, 27, 5
t043, 27, 17
t043, 27, 24
t043, 27, 26
t043, 28, 11
t043, 28, 24
t043, 28, 36
t043, 29, 14
t043, 29, 39
t043, 30, 5
t043, 30, 17
t043, 30, 18
t043, 31, 6
t043, 32, 21
t043, 32, 25
t043, 33, 24
t043, 34, 17
t043, 34, 39
t043, 36, 30
t043, 36, 39
t043, 38, 35
t044, 1, 31
t044, 3, 9
t044, 3, 23
t044, 3, 24
t044, 4, 2
t044, 4, 21
t044, 4, 31
t044, 5, 22
t044, 5, 24
t044, 5, 29
t044, 5, 37
t044, 6, 31
t044, 7, 18
t044, 7, 21
t044, 7, 39
t044, 8, 5
t044, 8, 17
t044, 10, 15
t044, 11, 8
t044, 11, 24
t044, 13, 9
t044, 13, 11
t044, 14, 9
t044, 14, 18
t044, 16, 5
t044, 16, 25
t044, 16, 30
t044, 17, 10
t044, 17, 16
t044, 18, 12
t044, 18, 35
t044, 19, 21
t044, 19, 25
t044, 19, 36
t044, 19, 38
t044, 19, 39
t044, 20, 28
t044, 21, 30
t044, 22, 12
t044, 22, 16
t044, 22, 30
t044, 22, 33
t044, 23, 28
t044, 23, 35
t044, 25, 14
t044, 26, 2
t044, 27, 17
t044, 27, 23
t044, 27, 24
t044, 27, 26
t044, 28, 11
t044, 28, 19
t044, 28, 24
t044, 29, 14
t044, 29, 39
t044, 31, 6
t044, 32, 25
t044, 33, 24
t044, 34, 17
t044, 34, 39
