t,src,snk
t019, 16, 9
t019, 16, 36
t019, 17, 21
t019, 17, 26
t019, 17, 29
t019, 17, 38
t019, 18, 24
t019, 18, 31
t019, 18, 40
t019, 19, 8
t019, 19, 15
t019, 20, 21
t019, 20, 26
t019, 20, 30
t019, 21, 35
t019, 22, 9
t019, 22, 28
t019, 22, 38
t019, 22, 39
t019, 23, 33
t019, 23, 40
t019, 24, 10
t019, 24, 28
t019, 24, 30
t019, 25, 14
t019, 25, 15
t019, 25, 24
t019, 26, 1
t019, 26, 4
t019, 26, 34
t019, 27, 32
t019, 28, 37
t019, 29, 17
t019, 29, 21
t019, 29, 22
t019, 29, 30
t019, 29, 40
t019, 30, 2
t019, 31, 8
t019, 31, 17
t019, 32, 1
t019, 32, 31
t019, 32, 38
t019, 33, 2
t019, 33, 28
t019, 34, 3
t019, 35, 11
t019, 35, 13
t019, 35, 14
t019, 35, 15
t019, 35, 23
t019, 36, 15
t019, 36, 26
t019, 36, 33
t019, 37, 13
t019, 38, 12
t019, 38, 21
t019, 38, 31
t019, 38, 34
t019, 38, 36
t019, 39, 3
t019, 39, 21
t019, 39, 22
t019, 40, 12
t019, 40, 17
t019, 40, 20
t019, 40, 23
t019, 40, 25
t019, 40, 32
t019, 40, 34
t020, 2, 5
t020, 2, 16
t020, 3, 19
t020, 4, 8
t020, 4, 18
t020, 4, 22
t020, 4, 33
t020, 5, 2
t020, 5, 3
t020, 5, 6
t020, 5, 7
t020, 6, 7
t020, 6, 34
t020, 7, 28
t020, 8, 31
t020, 8, 32
t020, 9, 17
t020, 10, 13
t020, 10, 15
t020, 10, 17
t020, 10, 22
t020, 10, 23
t020, 10, 31
t020, 10, 34
t020, 11, 3
t020, 11, 34
t020, 12, 2
t020, 12, 33
t020, 12, 39
t020, 13, 1
t020, 13, 5
t020, 13, 8
t020, 13, 18
t020, 13, 35
t020, 13, 39
t020, 14, 1
t020, 14, 2
t020, 14, 15
t020, 14, 26
t020, 14, 30
t020, 14, 31
t020, 14, 32
t020, 15, 3
t020, 15, 6
t020, 15, 7
t020, 16, 7
t020, 16, 36
t020, 17, 26
t020, 17, 29
t020, 18, 24
t020, 18, 31
t020, 18, 40
t020, 19, 15
t020, 19, 16
t020, 20, 21
t020, 20, 30
t020, 21, 35
t020, 21, 38
t020, 22, 9
t020, 22, 23
t020, 22, 38
t020, 23, 13
t020, 23, 26
t020, 23, 33
t020, 23, 35
t020, 23, 40
t020, 24, 28
t020, 25, 14
t020, 25, 15
t020, 25, 24
t020, 26, 1
t020, 26, 28
t020, 26, 34
t020, 27, 3
t020, 27, 32
t020, 29, 17
t020, 29, 21
t020, 29, 22
t020, 29, 23
t020, 29, 30
t020, 29, 40
t020, 30, 2
t020, 31, 8
t020, 31, 17
t020, 31, 23
t020, 31, 38
t020, 32, 31
t020, 33, 2
t020, 33, 28
t020, 34, 3
t020, 34, 25
t020, 35, 12
t020, 35, 14
t020, 35, 15
t020, 35, 23
t020, 36, 15
t020, 36, 26
t020, 37, 13
t020, 38, 12
t020, 38, 31
t020, 38, 34
t020, 38, 36
t020, 39, 3
t020, 39, 13
t020, 39, 21
t020, 40, 2
t020, 40, 12
t020, 40, 17
t020, 40, 20
t020, 40, 23
t020, 40, 25
t020, 40, 26
t020, 40, 32
t020, 40, 34
t021, 2, 5
t021, 2, 16
t021, 3, 19
t021, 3, 25
t021, 4, 18
t021, 4, 22
t021, 4, 33
t021, 4, 34
t021, 5, 2
t021, 5, 7
t021, 5, 15
t021, 5, 18
t021, 5, 23
t021, 6, 7
t021, 6, 16
t021, 6, 34
t021, 7, 28
t021, 7, 32
t021, 8, 19
t021, 8, 32
t021, 8, 35
t021, 9, 17
t021, 10, 3
t021, 10, 7
t021, 10, 13
t021, 10, 17
t021, 10, 22
t021, 10, 23
t021, 10, 31
t021, 10, 34
t021, 11, 3
t021, 11, 9
t021, 11, 34
t021, 12, 2
t021, 12, 26
t021, 12, 33
t021, 13, 8
t021, 13, 39
t021, 14, 1
t021, 14, 26
t021, 14, 30
t021, 14, 32
t021, 14, 34
t021, 15, 3
t021, 16, 7
t021, 16, 19
t021, 16, 36
t021, 17, 26
t021, 17, 29
t021, 18, 31
t021, 18, 40
t021, 19, 15
t021, 19, 16
t021, 20, 21
t021, 21, 31
t021, 21, 38
t021, 22, 3
t021, 22, 23
t021, 22, 38
t021, 23, 13
t021, 23, 26
t021, 23, 27
t021, 23, 31
t021, 23, 32
t021, 23, 33
t021, 23, 35
t021, 23, 40
t021, 25, 15
t021, 25, 24
t021, 26, 1
t021, 26, 28
t021, 26, 34
t021, 26, 37
t021, 27, 3
t021, 27, 32
t021, 29, 14
t021, 29, 21
t021, 29, 22
t021, 29, 23
t021, 29, 40
t021, 30, 2
t021, 31, 1
t021, 31, 6
t021, 31, 8
t021, 31, 17
t021, 31, 23
t021, 31, 32
t021, 31, 38
t021, 32, 17
t021, 33, 13
t021, 34, 25
t021, 34, 33
t021, 35, 12
t021, 35, 15
t021, 35, 23
t021, 36, 15
t021, 36, 26
t021, 37, 13
t021, 37, 21
t021, 37, 35
t021, 37, 36
t021, 38, 9
t021, 38, 12
t021, 38, 31
t021, 40, 2
t021, 40, 12
t021, 40, 17
t021, 40, 20
t021, 40, 23
t021, 40, 25
t021, 40, 26
t021, 40, 34
t022, 2, 5
t022, 2, 16
t022, 2, 30
t022, 2, 40
t022, 3, 19
t022, 3, 25
t022, 4, 22
t022, 4, 33
t022, 5, 15
t022, 5, 18
t022, 5, 23
t022, 5, 25
t022, 6, 7
t022, 6, 12
t022, 6, 34
t022, 7, 28
t022, 7, 32
t022, 8, 19
t022, 8, 32
t022, 8, 35
t022, 9, 17
t022, 10, 3
t022, 10, 7
t022, 10, 17
t022, 10, 23
t022, 10, 30
t022, 10, 34
t022, 11, 3
t022, 11, 9
t022, 11, 24
t022, 11, 34
t022, 11, 36
t022, 12, 2
t022, 12, 3
t022, 12, 26
t022, 12, 33
t022, 13, 39
t022, 14, 1
t022, 14, 26
t022, 14, 30
t022, 14, 32
t022, 14, 34
t022, 15, 3
t022, 15, 23
t022, 16, 2
t022, 16, 7
t022, 16, 19
t022, 16, 36
t022, 17, 18
t022, 17, 19
t022, 17, 26
t022, 17, 29
t022, 18, 28
t022, 19, 15
t022, 19, 16
t022, 20, 21
t022, 21, 30
t022, 22, 3
t022, 22, 23
t022, 22, 38
t022, 23, 27
t022, 23, 30
t022, 23, 31
t022, 23, 35
t022, 23, 40
t022, 24, 33
t022, 25, 1
t022, 25, 19
t022, 25, 24
t022, 26, 1
t022, 26, 3
t022, 26, 28
t022, 26, 34
t022, 26, 37
t022, 27, 3
t022, 27, 32
t022, 28, 1
t022, 28, 15
t022, 29, 1
t022, 29, 10
t022, 29, 14
t022, 29, 21
t022, 29, 23
t022, 29, 25
t022, 29, 40
t022, 30, 18
t022, 31, 1
t022, 31, 6
t022, 31, 17
t022, 31, 23
t022, 31, 24
t022, 31, 32
t022, 32, 17
t022, 33, 17
t022, 34, 7
t022, 34, 25
t022, 34, 33
t022, 35, 1
t022, 35, 12
t022, 35, 15
t022, 35, 23
t022, 36, 26
t022, 37, 21
t022, 37, 35
t022, 37, 36
t022, 38, 9
t022, 38, 12
t022, 38, 26
t022, 38, 31
t022, 39, 13
t022, 40, 12
t022, 40, 16
t022, 40, 17
t022, 40, 20
t022, 40, 23
t022, 40, 25
t022, 40, 26
t023, 2, 16
t023, 2, 30
t023, 2, 40
t023, 3, 19
t023, 3, 25
t023, 3, 30
t023, 4, 22
t023, 4, 33
t023, 4, 36
t023, 5, 9
t023, 5, 15
t023, 5, 18
t023, 5, 25
t023, 5, 29
t023, 6, 7
t023, 6, 13
t023, 6, 34
t023, 6, 35
t023, 7, 32
t023, 8, 19
t023, 8, 32
t023, 8, 35
t023, 9, 17
t023, 9, 30
t023, 10, 3
t023, 10, 8
t023, 10, 17
t023, 10, 23
t023, 10, 34
t023, 10, 39
t023, 11, 3
t023, 11, 9
t023, 11, 24
t023, 11, 32
t023, 11, 34
t023, 11, 36
t023, 12, 2
t023, 12, 3
t023, 12, 16
t023, 12, 24
t023, 12, 33
t023, 14, 1
t023, 14, 26
t023, 14, 30
t023, 14, 32
t023, 15, 3
t023, 15, 23
t023, 16, 25
t023, 17, 2
t023, 17, 9
t023, 17, 18
t023, 17, 19
t023, 17, 22
t023, 17, 26
t023, 17, 35
t023, 18, 8
t023, 18, 20
t023, 18, 28
t023, 19, 15
t023, 19, 16
t023, 19, 22
t023, 20, 21
t023, 20, 25
t023, 20, 35
t023, 21, 1
t023, 21, 12
t023, 21, 30
t023, 22, 3
t023, 22, 23
t023, 22, 27
t023, 22, 38
t023, 23, 6
t023, 23, 15
t023, 23, 27
t023, 23, 30
t023, 23, 31
t023, 23, 39
t023, 23, 40
t023, 24, 28
t023, 24, 33
t023, 25, 1
t023, 25, 19
t023, 25, 24
t023, 26, 1
t023, 26, 3
t023, 26, 28
t023, 26, 34
t023, 26, 37
t023, 27, 3
t023, 27, 32
t023, 27, 33
t023, 27, 36
t023, 28, 15
t023, 28, 34
t023, 29, 1
t023, 29, 3
t023, 29, 10
t023, 29, 14
t023, 29, 21
t023, 29, 25
t023, 29, 40
t023, 30, 3
t023, 30, 4
t023, 30, 18
t023, 31, 1
t023, 31, 6
t023, 31, 17
t023, 31, 23
t023, 31, 24
t023, 31, 32
t023, 31, 33
t023, 32, 7
t023, 32, 12
t023, 32, 17
t023, 33, 17
t023, 33, 19
t023, 34, 7
t023, 34, 25
t023, 35, 1
t023, 35, 12
t023, 35, 14
t023, 35, 15
t023, 35, 23
t023, 36, 26
t023, 36, 27
t023, 37, 22
t023, 37, 35
t023, 37, 36
t023, 38, 9
t023, 38, 12
t023, 38, 14
t023, 38, 26
t023, 39, 13
t023, 40, 12
t023, 40, 16
t023, 40, 17
t023, 40, 25
t023, 40, 26
t023, 40, 35
t024, 1, 7
t024, 1, 12
t024, 1, 37
t024, 3, 2
t024, 3, 19
t024, 3, 25
t024, 3, 26
t024, 3, 30
t024, 4, 22
t024, 4, 33
t024, 4, 36
t024, 5, 9
t024, 5, 15
t024, 5, 25
t024, 5, 28
t024, 5, 29
t024, 6, 2
t024, 6, 7
t024, 6, 34
t024, 7, 32
t024, 8, 19
t024, 8, 22
t024, 8, 32
t024, 8, 35
t024, 9, 17
t024, 9, 27
t024, 9, 30
t024, 10, 3
t024, 10, 8
t024, 10, 17
t024, 10, 18
t024, 10, 23
t024, 10, 39
t024, 11, 3
t024, 11, 8
t024, 11, 9
t024, 11, 36
t024, 11, 38
t024, 12, 2
t024, 12, 3
t024, 12, 16
t024, 12, 19
t024, 12, 24
t024, 13, 18
t024, 13, 19
t024, 14, 26
t024, 14, 32
t024, 15, 3
t024, 15, 30
t024, 16, 28
t024, 17, 2
t024, 17, 9
t024, 17, 16
t024, 17, 18
t024, 17, 19
t024, 17, 22
t024, 17, 35
t024, 18, 3
t024, 18, 8
t024, 18, 20
t024, 18, 24
t024, 18, 27
t024, 18, 28
t024, 19, 4
t024, 19, 15
t024, 19, 16
t024, 19, 22
t024, 20, 21
t024, 20, 35
t024, 21, 1
t024, 21, 12
t024, 21, 30
t024, 22, 3
t024, 22, 23
t024, 22, 38
t024, 23, 6
t024, 23, 16
t024, 23, 27
t024, 23, 30
t024, 23, 31
t024, 23, 39
t024, 23, 40
t024, 24, 28
t024, 25, 1
t024, 25, 19
t024, 26, 28
t024, 26, 37
t024, 26, 40
t024, 27, 22
t024, 27, 33
t024, 27, 40
t024, 28, 15
t024, 28, 34
t024, 29, 1
t024, 29, 3
t024, 29, 5
t024, 29, 7
t024, 29, 10
t024, 29, 13
t024, 29, 14
t024, 29, 19
t024, 29, 21
t024, 29, 25
t024, 30, 3
t024, 30, 4
t024, 30, 18
t024, 31, 6
t024, 31, 17
t024, 31, 23
t024, 31, 24
t024, 31, 32
t024, 31, 33
t024, 32, 12
t024, 32, 14
t024, 32, 17
t024, 32, 21
t024, 32, 27
t024, 33, 19
t024, 34, 7
t024, 34, 25
t024, 35, 1
t024, 35, 12
t024, 35, 14
t024, 35, 15
t024, 35, 21
t024, 36, 24
t024, 36, 26
t024, 36, 27
t024, 36, 37
t024, 37, 35
t024, 38, 12
t024, 38, 14
t024, 38, 26
t024, 38, 33
t024, 39, 13
t024, 39, 26
t024, 40, 7
t024, 40, 12
t024, 40, 16
t024, 40, 17
t024, 40, 26
t024, 40, 30
t024, 40, 35
t025, 1, 7
t025, 1, 12
t025, 1, 25
t025, 1, 33
t025, 1, 37
t025, 3, 2
t025, 3, 25
t025, 3, 26
t025, 3, 30
t025, 4, 22
t025, 4, 33
t025, 4, 36
t025, 5, 9
t025, 5, 15
t025, 5, 25
t025, 5, 28
t025, 5, 29
t025, 6, 7
t025, 7, 32
t025, 8, 19
t025, 8, 22
t025, 8, 35
t025, 9, 17
t025, 9, 27
t025, 9, 30
t025, 10, 8
t025, 10, 31
t025, 11, 3
t025, 11, 8
t025, 11, 9
t025, 11, 36
t025, 11, 38
t025, 12, 2
t025, 12, 5
t025, 12, 8
t025, 12, 16
t025, 12, 19
t025, 12, 39
t025, 13, 1
t025, 13, 19
t025, 13, 24
t025, 14, 26
t025, 14, 32
t025, 14, 35
t025, 15, 3
t025, 15, 14
t025, 15, 27
t025, 15, 30
t025, 15, 34
t025, 16, 10
t025, 16, 28
t025, 17, 9
t025, 17, 16
t025, 17, 18
t025, 17, 19
t025, 17, 22
t025, 17, 35
t025, 18, 3
t025, 18, 8
t025, 18, 20
t025, 18, 22
t025, 18, 24
t025, 18, 27
t025, 18, 28
t025, 19, 13
t025, 19, 15
t025, 19, 17
t025, 19, 22
t025, 19, 31
t025, 20, 21
t025, 20, 30
t025, 20, 35
t025, 21, 1
t025, 21, 12
t025, 21, 18
t025, 21, 30
t025, 22, 1
t025, 22, 31
t025, 22, 38
t025, 23, 6
t025, 23, 16
t025, 23, 22
t025, 23, 27
t025, 23, 30
t025, 23, 31
t025, 23, 40
t025, 24, 28
t025, 24, 38
t025, 25, 1
t025, 26, 28
t025, 26, 37
t025, 26, 40
t025, 27, 9
t025, 27, 22
t025, 27, 33
t025, 28, 2
t025, 28, 3
t025, 28, 15
t025, 28, 34
t025, 29, 3
t025, 29, 5
t025, 29, 7
t025, 29, 10
t025, 29, 13
t025, 29, 14
t025, 29, 18
t025, 29, 19
t025, 29, 21
t025, 29, 25
t025, 30, 3
t025, 30, 4
t025, 30, 18
t025, 31, 6
t025, 31, 23
t025, 32, 9
t025, 32, 14
t025, 32, 17
t025, 32, 21
t025, 32, 25
t025, 32, 27
t025, 34, 7
t025, 34, 8
t025, 34, 25
t025, 35, 1
t025, 35, 12
t025, 35, 14
t025, 35, 15
t025, 35, 21
t025, 35, 37
t025, 36, 10
t025, 36, 22
t025, 36, 24
t025, 36, 28
t025, 36, 37
t025, 37, 30
t025, 37, 35
t025, 38, 2
t025, 38, 33
t025, 40, 7
t025, 40, 17
t025, 40, 26
t025, 40, 30
t025, 40, 35
t026, 1, 7
t026, 1, 12
t026, 1, 25
t026, 1, 33
t026, 1, 37
t026, 3, 2
t026, 3, 13
t026, 3, 31
t026, 4, 9
t026, 4, 22
t026, 4, 31
t026, 4, 33
t026, 4, 36
t026, 5, 14
t026, 5, 15
t026, 5, 25
t026, 5, 28
t026, 5, 29
t026, 6, 7
t026, 8, 19
t026, 8, 37
t026, 9, 17
t026, 9, 20
t026, 9, 22
t026, 9, 28
t026, 9, 30
t026, 9, 37
t026, 10, 8
t026, 10, 22
t026, 10, 28
t026, 10, 31
t026, 11, 1
t026, 11, 24
t026, 11, 37
t026, 11, 38
t026, 12, 2
t026, 12, 5
t026, 12, 8
t026, 12, 16
t026, 12, 19
t026, 13, 24
t026, 14, 26
t026, 14, 30
t026, 14, 31
t026, 14, 35
t026, 15, 3
t026, 15, 6
t026, 15, 14
t026, 15, 24
t026, 15, 25
t026, 15, 27
t026, 15, 34
t026, 16, 10
t026, 16, 28
t026, 16, 30
t026, 17, 3
t026, 17, 9
t026, 17, 16
t026, 17, 18
t026, 17, 35
t026, 18, 20
t026, 18, 22
t026, 18, 24
t026, 18, 27
t026, 18, 28
t026, 19, 13
t026, 19, 15
t026, 19, 17
t026, 19, 31
t026, 20, 4
t026, 20, 15
t026, 20, 21
t026, 20, 30
t026, 20, 35
t026, 21, 1
t026, 21, 7
t026, 21, 12
t026, 21, 30
t026, 21, 39
t026, 22, 31
t026, 22, 38
t026, 23, 12
t026, 23, 21
t026, 23, 33
t026, 23, 35
t026, 24, 22
t026, 24, 28
t026, 24, 33
t026, 24, 38
t026, 26, 30
t026, 26, 37
t026, 27, 5
t026, 27, 9
t026, 28, 2
t026, 28, 3
t026, 28, 8
t026, 28, 15
t026, 29, 1
t026, 29, 5
t026, 29, 7
t026, 29, 10
t026, 29, 13
t026, 29, 14
t026, 29, 16
t026, 29, 19
t026, 29, 21
t026, 29, 25
t026, 29, 27
t026, 30, 4
t026, 30, 37
t026, 31, 23
t026, 31, 35
t026, 32, 6
t026, 32, 9
t026, 32, 14
t026, 32, 17
t026, 32, 19
t026, 32, 27
t026, 33, 13
t026, 33, 38
t026, 34, 7
t026, 34, 8
t026, 34, 16
t026, 34, 19
t026, 34, 25
t026, 34, 27
t026, 35, 1
t026, 35, 12
t026, 35, 15
t026, 35, 37
t026, 36, 10
t026, 36, 22
t026, 36, 24
t026, 36, 28
t026, 36, 37
t026, 37, 30
t026, 38, 2
t026, 38, 33
t026, 39, 6
t026, 40, 17
t026, 40, 26
t026, 40, 30
t026, 40, 35
t027, 1, 7
t027, 1, 37
t027, 2, 22
t027, 2, 40
t027, 3, 2
t027, 3, 13
t027, 3, 16
t027, 3, 31
t027, 3, 32
t027, 4, 9
t027, 4, 22
t027, 4, 31
t027, 4, 33
t027, 4, 36
t027, 5, 14
t027, 5, 15
t027, 5, 28
t027, 5, 29
t027, 6, 7
t027, 6, 16
t027, 6, 34
t027, 8, 19
t027, 8, 29
t027, 9, 13
t027, 9, 17
t027, 9, 21
t027, 9, 22
t027, 9, 26
t027, 9, 28
t027, 9, 30
t027, 9, 37
t027, 9, 40
t027, 10, 5
t027, 10, 8
t027, 10, 22
t027, 10, 28
t027, 10, 31
t027, 11, 1
t027, 11, 24
t027, 11, 37
t027, 11, 38
t027, 12, 5
t027, 12, 8
t027, 12, 16
t027, 12, 19
t027, 13, 2
t027, 13, 24
t027, 13, 39
t027, 14, 7
t027, 14, 30
t027, 14, 31
t027, 14, 33
t027, 14, 35
t027, 15, 3
t027, 15, 6
t027, 15, 24
t027, 15, 25
t027, 15, 34
t027, 16, 10
t027, 16, 28
t027, 16, 30
t027, 17, 3
t027, 17, 9
t027, 17, 16
t027, 17, 18
t027, 17, 35
t027, 18, 22
t027, 18, 24
t027, 18, 27
t027, 18, 28
t027, 18, 40
t027, 19, 17
t027, 19, 31
t027, 20, 4
t027, 20, 15
t027, 20, 30
t027, 20, 35
t027, 21, 1
t027, 21, 7
t027, 21, 10
t027, 21, 12
t027, 21, 30
t027, 21, 40
t027, 22, 31
t027, 23, 21
t027, 23, 33
t027, 24, 8
t027, 24, 22
t027, 24, 28
t027, 24, 33
t027, 24, 38
t027, 25, 12
t027, 25, 28
t027, 26, 30
t027, 26, 37
t027, 27, 5
t027, 27, 9
t027, 27, 12
t027, 28, 2
t027, 28, 3
t027, 28, 8
t027, 28, 15
t027, 28, 26
t027, 29, 1
t027, 29, 5
t027, 29, 13
t027, 29, 16
t027, 29, 21
t027, 29, 26
t027, 29, 27
t027, 29, 28
t027, 29, 35
t027, 30, 37
t027, 31, 21
t027, 31, 23
t027, 31, 35
t027, 32, 8
t027, 32, 15
t027, 32, 17
t027, 32, 19
t027, 32, 24
t027, 32, 27
t027, 33, 13
t027, 33, 38
t027, 34, 2
t027, 34, 7
t027, 34, 8
t027, 34, 19
t027, 34, 27
t027, 35, 12
t027, 35, 15
t027, 35, 37
t027, 36, 4
t027, 36, 5
t027, 36, 22
t027, 36, 24
t027, 36, 28
t027, 36, 30
t027, 36, 37
t027, 37, 30
t027, 38, 2
t027, 38, 33
t027, 39, 6
t027, 40, 17
t027, 40, 30
t027, 40, 35
t028, 1, 37
t028, 2, 27
t028, 2, 40
t028, 3, 2
t028, 3, 13
t028, 3, 16
t028, 3, 22
t028, 3, 32
t028, 4, 9
t028, 4, 22
t028, 4, 31
t028, 4, 33
t028, 4, 36
t028, 5, 4
t028, 5, 14
t028, 5, 15
t028, 5, 28
t028, 5, 29
t028, 6, 7
t028, 6, 16
t028, 6, 27
t028, 6, 34
t028, 7, 18
t028, 7, 19
t028, 7, 26
t028, 8, 19
t028, 8, 29
t028, 9, 13
t028, 9, 17
t028, 9, 21
t028, 9, 26
t028, 9, 28
t028, 9, 30
t028, 9, 35
t028, 9, 37
t028, 9, 40
t028, 10, 5
t028, 10, 8
t028, 10, 22
t028, 10, 28
t028, 10, 39
t028, 11, 1
t028, 11, 24
t028, 12, 8
t028, 13, 2
t028, 13, 12
t028, 13, 24
t028, 14, 1
t028, 14, 7
t028, 14, 30
t028, 14, 31
t028, 14, 33
t028, 14, 35
t028, 15, 3
t028, 15, 6
t028, 15, 24
t028, 16, 10
t028, 16, 15
t028, 16, 25
t028, 16, 28
t028, 16, 30
t028, 16, 34
t028, 17, 5
