t,src,snk
t021, 36, 8
t021, 36, 38
t021, 38, 8
t021, 38, 28
t021, 39, 19
t021, 39, 29
t021, 39, 33
t021, 39, 38
t021, 40, 7
t021, 40, 8
t022, 1, 6
t022, 1, 21
t022, 2, 11
t022, 7, 9
t022, 7, 28
t022, 8, 3
t022, 8, 18
t022, 9, 2
t022, 9, 37
t022, 11, 33
t022, 14, 11
t022, 14, 16
t022, 14, 37
t022, 15, 2
t022, 15, 8
t022, 15, 12
t022, 16, 31
t022, 17, 22
t022, 17, 27
t022, 18, 21
t022, 18, 31
t022, 18, 38
t022, 19, 6
t022, 19, 31
t022, 20, 21
t022, 21, 2
t022, 21, 18
t022, 21, 25
t022, 23, 20
t022, 24, 5
t022, 25, 8
t022, 26, 23
t022, 27, 12
t022, 28, 7
t022, 28, 20
t022, 29, 2
t022, 30, 6
t022, 30, 21
t022, 30, 27
t022, 31, 38
t022, 32, 17
t022, 32, 28
t022, 36, 6
t022, 38, 28
t022, 38, 29
t022, 38, 31
t022, 39, 12
t022, 39, 33
t022, 39, 38
t022, 40, 7
t022, 40, 8
t023, 1, 6
t023, 1, 21
t023, 2, 11
t023, 5, 13
t023, 7, 9
t023, 7, 28
t023, 8, 3
t023, 8, 18
t023, 9, 2
t023, 9, 37
t023, 11, 17
t023, 11, 33
t023, 13, 19
t023, 14, 16
t023, 14, 37
t023, 15, 2
t023, 15, 8
t023, 15, 12
t023, 16, 31
t023, 17, 11
t023, 17, 22
t023, 17, 27
t023, 18, 38
t023, 19, 6
t023, 19, 31
t023, 21, 2
t023, 21, 23
t023, 21, 25
t023, 24, 5
t023, 24, 23
t023, 25, 6
t023, 25, 8
t023, 26, 23
t023, 27, 12
t023, 28, 7
t023, 28, 20
t023, 29, 2
t023, 31, 38
t023, 32, 6
t023, 32, 8
t023, 32, 17
t023, 32, 28
t023, 33, 18
t023, 35, 26
t023, 36, 4
t023, 36, 6
t023, 38, 6
t023, 38, 28
t023, 38, 29
t023, 38, 31
t023, 38, 37
t023, 39, 33
t023, 40, 7
t024, 1, 6
t024, 1, 21
t024, 2, 11
t024, 4, 26
t024, 5, 4
t024, 5, 13
t024, 5, 15
t024, 6, 3
t024, 7, 9
t024, 8, 3
t024, 8, 18
t024, 9, 2
t024, 9, 37
t024, 10, 23
t024, 11, 17
t024, 11, 33
t024, 12, 6
t024, 13, 19
t024, 14, 37
t024, 15, 12
t024, 16, 31
t024, 17, 11
t024, 17, 27
t024, 18, 12
t024, 18, 38
t024, 19, 6
t024, 19, 31
t024, 21, 2
t024, 21, 23
t024, 21, 25
t024, 24, 5
t024, 24, 23
t024, 25, 6
t024, 25, 8
t024, 26, 23
t024, 26, 25
t024, 27, 31
t024, 28, 7
t024, 28, 20
t024, 29, 2
t024, 29, 27
t024, 31, 38
t024, 32, 6
t024, 32, 8
t024, 32, 17
t024, 32, 24
t024, 32, 28
t024, 33, 18
t024, 35, 26
t024, 36, 4
t024, 36, 24
t024, 38, 6
t024, 38, 28
t024, 38, 31
t024, 38, 37
t024, 39, 33
t025, 1, 6
t025, 1, 21
t025, 1, 26
t025, 2, 11
t025, 2, 24
t025, 2, 25
t025, 4, 26
t025, 6, 3
t025, 7, 9
t025, 8, 3
t025, 8, 18
t025, 9, 2
t025, 9, 37
t025, 10, 24
t025, 11, 17
t025, 11, 22
t025, 11, 33
t025, 12, 6
t025, 13, 28
t025, 15, 6
t025, 16, 2
t025, 16, 31
t025, 17, 11
t025, 18, 12
t025, 18, 38
t025, 19, 6
t025, 19, 31
t025, 20, 27
t025, 21, 23
t025, 24, 23
t025, 25, 6
t025, 25, 8
t025, 25, 35
t025, 28, 7
t025, 29, 2
t025, 29, 27
t025, 32, 8
t025, 32, 17
t025, 32, 24
t025, 32, 28
t025, 33, 18
t025, 35, 23
t025, 36, 4
t025, 36, 24
t025, 38, 6
t025, 38, 12
t025, 38, 28
t025, 38, 31
t025, 38, 37
t025, 39, 38
t026, 1, 6
t026, 1, 21
t026, 1, 26
t026, 2, 11
t026, 2, 24
t026, 2, 25
t026, 3, 5
t026, 3, 37
t026, 6, 3
t026, 7, 9
t026, 7, 27
t026, 8, 3
t026, 8, 18
t026, 9, 2
t026, 9, 37
t026, 10, 13
t026, 10, 24
t026, 11, 17
t026, 11, 22
t026, 12, 6
t026, 13, 28
t026, 14, 26
t026, 15, 6
t026, 16, 2
t026, 16, 6
t026, 18, 38
t026, 19, 6
t026, 19, 39
t026, 20, 18
t026, 20, 27
t026, 21, 23
t026, 23, 1
t026, 24, 23
t026, 25, 2
t026, 25, 6
t026, 25, 8
t026, 25, 35
t026, 28, 7
t026, 28, 18
t026, 30, 6
t026, 30, 40
t026, 31, 19
t026, 32, 24
t026, 32, 28
t026, 33, 6
t026, 34, 6
t026, 35, 23
t026, 36, 24
t026, 38, 6
t026, 38, 28
t026, 39, 38
t027, 1, 6
t027, 1, 26
t027, 2, 24
t027, 2, 25
t027, 3, 5
t027, 3, 15
t027, 3, 37
t027, 6, 17
t027, 7, 9
t027, 7, 27
t027, 9, 2
t027, 9, 12
t027, 10, 13
t027, 10, 24
t027, 11, 2
t027, 11, 17
t027, 11, 22
t027, 12, 6
t027, 12, 8
t027, 13, 28
t027, 14, 19
t027, 14, 26
t027, 16, 2
t027, 16, 6
t027, 17, 6
t027, 18, 13
t027, 18, 38
t027, 19, 6
t027, 19, 13
t027, 19, 14
t027, 19, 39
t027, 20, 18
t027, 20, 21
t027, 20, 34
t027, 23, 1
t027, 23, 26
t027, 25, 8
t027, 25, 35
t027, 28, 7
t027, 28, 18
t027, 30, 6
t027, 30, 40
t027, 31, 6
t027, 31, 18
t027, 32, 24
t027, 33, 6
t027, 34, 6
t027, 35, 23
t027, 36, 24
t027, 38, 28
t027, 39, 29
t027, 39, 38
t028, 1, 6
t028, 1, 26
t028, 2, 13
t028, 2, 24
t028, 2, 25
t028, 3, 12
t028, 3, 15
t028, 4, 10
t028, 6, 17
t028, 7, 9
t028, 7, 28
t028, 8, 34
t028, 9, 2
t028, 9, 6
t028, 9, 12
t028, 10, 9
t028, 10, 24
t028, 11, 2
t028, 11, 14
t028, 11, 17
t028, 11, 22
t028, 11, 28
t028, 12, 6
t028, 12, 8
t028, 13, 28
t028, 14, 20
t028, 16, 2
t028, 16, 6
t028, 17, 6
t028, 17, 9
t028, 18, 12
t028, 19, 6
t028, 19, 9
t028, 19, 13
t028, 19, 14
t028, 19, 27
t028, 20, 18
t028, 20, 21
t028, 20, 34
t028, 21, 27
t028, 21, 40
t028, 23, 1
t028, 23, 26
t028, 25, 8
t028, 25, 29
t028, 25, 35
t028, 26, 8
t028, 27, 5
t028, 27, 18
t028, 29, 9
t028, 30, 6
t028, 31, 5
t028, 31, 18
t028, 31, 28
t028, 31, 38
t028, 32, 24
t028, 33, 6
t028, 34, 6
t028, 34, 40
t028, 37, 21
t028, 37, 24
t028, 38, 28
t028, 39, 28
t028, 39, 29
t028, 39, 33
t028, 39, 38
t029, 1, 6
t029, 1, 26
t029, 1, 27
t029, 2, 13
t029, 2, 24
t029, 2, 25
t029, 4, 10
t029, 7, 9
t029, 7, 21
t029, 8, 34
t029, 9, 2
t029, 9, 6
t029, 10, 6
t029, 10, 9
t029, 11, 2
t029, 11, 14
t029, 11, 17
t029, 11, 22
t029, 11, 28
t029, 12, 8
t029, 12, 22
t029, 14, 20
t029, 17, 6
t029, 17, 9
t029, 17, 32
t029, 18, 12
t029, 19, 9
t029, 19, 13
t029, 19, 14
t029, 19, 27
t029, 19, 28
t029, 20, 18
t029, 20, 21
t029, 20, 31
t029, 20, 34
t029, 23, 1
t029, 23, 26
t029, 25, 8
t029, 25, 29
t029, 25, 35
t029, 26, 5
t029, 26, 25
t029, 27, 18
t029, 28, 2
t029, 28, 36
t029, 29, 9
t029, 31, 5
t029, 31, 28
t029, 31, 38
t029, 33, 6
t029, 33, 31
t029, 34, 40
t029, 37, 21
t029, 37, 24
t029, 38, 28
t029, 39, 28
t029, 39, 29
t029, 39, 38
t029, 40, 19
t029, 40, 25
t030, 1, 9
t030, 2, 24
t030, 7, 9
t030, 7, 21
t030, 8, 34
t030, 9, 2
t030, 9, 6
t030, 10, 6
t030, 10, 9
t030, 11, 2
t030, 11, 14
t030, 11, 17
t030, 12, 8
t030, 12, 22
t030, 14, 20
t030, 17, 6
t030, 17, 9
t030, 17, 32
t030, 18, 13
t030, 18, 15
t030, 18, 24
t030, 18, 38
t030, 19, 9
t030, 19, 13
t030, 19, 27
t030, 19, 31
t030, 20, 13
t030, 20, 18
t030, 20, 31
t030, 20, 34
t030, 21, 8
t030, 22, 28
t030, 23, 1
t030, 23, 4
t030, 23, 26
t030, 23, 40
t030, 25, 8
t030, 25, 29
t030, 25, 35
t030, 26, 5
t030, 26, 9
t030, 26, 22
t030, 26, 25
t030, 27, 17
t030, 28, 2
t030, 28, 36
t030, 29, 9
t030, 31, 28
t030, 31, 38
t030, 33, 6
t030, 33, 31
t030, 34, 16
t030, 34, 40
t030, 37, 16
t030, 37, 21
t030, 37, 24
t030, 37, 31
t030, 38, 28
t030, 38, 36
t030, 39, 28
t030, 39, 29
t030, 39, 38
t030, 40, 1
t030, 40, 12
t030, 40, 19
t030, 40, 25
t031, 2, 24
t031, 7, 9
t031, 7, 21
t031, 8, 34
t031, 9, 6
t031, 10, 6
t031, 10, 9
t031, 11, 2
t031, 11, 5
t031, 11, 14
t031, 11, 17
t031, 11, 32
t031, 11, 33
t031, 12, 6
t031, 12, 8
t031, 14, 2
t031, 14, 20
t031, 16, 29
t031, 17, 6
t031, 17, 9
t031, 17, 32
t031, 18, 13
t031, 18, 15
t031, 18, 24
t031, 18, 38
t031, 19, 13
t031, 19, 22
t031, 19, 27
t031, 19, 31
t031, 20, 13
t031, 20, 18
t031, 20, 31
t031, 20, 34
t031, 21, 27
t031, 22, 13
t031, 22, 28
t031, 23, 4
t031, 23, 26
t031, 23, 31
t031, 23, 40
t031, 25, 8
t031, 25, 35
t031, 26, 9
t031, 26, 31
t031, 27, 17
t031, 28, 2
t031, 28, 32
t031, 28, 36
t031, 29, 1
t031, 29, 9
t031, 30, 21
t031, 31, 28
t031, 31, 38
t031, 33, 31
t031, 34, 16
t031, 35, 22
t031, 36, 1
t031, 37, 21
t031, 38, 28
t031, 38, 36
t031, 39, 28
t031, 39, 38
t031, 40, 12
t031, 40, 18
t031, 40, 19
t031, 40, 36
t032, 2, 24
t032, 7, 17
t032, 7, 21
t032, 8, 21
t032, 8, 34
t032, 10, 6
t032, 10, 9
t032, 10, 28
t032, 11, 2
t032, 11, 5
t032, 11, 17
t032, 11, 32
t032, 11, 33
t032, 14, 2
t032, 15, 1
t032, 16, 29
t032, 17, 6
t032, 17, 9
t032, 17, 32
t032, 17, 40
t032, 18, 24
t032, 18, 32
t032, 19, 6
t032, 19, 13
t032, 19, 22
t032, 19, 31
t032, 20, 31
t032, 21, 14
t032, 21, 18
t032, 21, 27
t032, 22, 13
t032, 22, 28
t032, 23, 3
t032, 23, 4
t032, 23, 26
t032, 23, 28
t032, 23, 30
t032, 23, 31
t032, 23, 40
t032, 24, 7
t032, 25, 8
t032, 25, 29
t032, 25, 35
t032, 26, 9
t032, 26, 18
t032, 26, 31
t032, 28, 2
t032, 28, 16
t032, 28, 32
t032, 29, 1
t032, 30, 21
t032, 30, 28
t032, 31, 28
t032, 31, 38
t032, 32, 36
t032, 33, 31
t032, 34, 13
t032, 34, 16
t032, 35, 22
t032, 36, 1
t032, 36, 28
t032, 36, 38
t032, 37, 21
t032, 37, 31
t032, 37, 34
t032, 37, 38
t032, 38, 22
t032, 38, 28
t032, 39, 38
t032, 40, 4
t032, 40, 12
t032, 40, 17
t032, 40, 36
t033, 2, 24
t033, 2, 25
t033, 3, 10
t033, 6, 32
t033, 7, 17
t033, 8, 15
t033, 8, 18
t033, 8, 21
t033, 10, 6
t033, 10, 9
t033, 10, 13
t033, 10, 22
t033, 10, 28
t033, 11, 2
t033, 11, 5
t033, 11, 17
t033, 11, 33
t033, 13, 10
t033, 13, 19
t033, 15, 1
t033, 16, 29
t033, 17, 6
t033, 17, 15
t033, 17, 30
t033, 19, 6
t033, 19, 13
t033, 19, 22
t033, 19, 31
t033, 21, 14
t033, 21, 18
t033, 21, 27
t033, 22, 5
t033, 22, 28
t033, 23, 3
t033, 23, 4
t033, 23, 26
t033, 23, 30
t033, 23, 31
t033, 25, 8
t033, 25, 29
t033, 25, 35
t033, 26, 14
t033, 26, 18
t033, 26, 31
t033, 28, 16
t033, 28, 24
t033, 28, 32
t033, 28, 37
t033, 29, 1
t033, 29, 33
t033, 30, 21
t033, 30, 22
t033, 31, 28
t033, 31, 38
t033, 32, 28
t033, 33, 14
t033, 34, 13
t033, 35, 22
t033, 36, 1
t033, 36, 28
t033, 36, 38
t033, 37, 16
t033, 37, 21
t033, 37, 29
t033, 37, 31
t033, 37, 34
t033, 37, 38
t033, 39, 38
t033, 40, 4
t033, 40, 36
t034, 2, 11
t034, 2, 24
t034, 2, 25
t034, 3, 10
t034, 4, 22
t034, 4, 24
t034, 6, 36
t034, 7, 3
t034, 8, 15
t034, 8, 18
t034, 8, 21
t034, 8, 32
t034, 8, 36
t034, 11, 5
t034, 11, 33
t034, 12, 6
t034, 13, 6
t034, 13, 10
t034, 13, 19
t034, 15, 8
t034, 15, 21
t034, 16, 13
t034, 16, 29
t034, 17, 15
t034, 17, 22
t034, 17, 30
t034, 19, 6
t034, 19, 13
t034, 19, 22
t034, 19, 31
t034, 21, 14
t034, 21, 18
t034, 21, 27
t034, 21, 40
t034, 22, 5
t034, 22, 6
t034, 23, 4
t034, 23, 30
t034, 23, 31
t034, 25, 8
t034, 26, 14
t034, 26, 18
t034, 26, 31
t034, 28, 6
t034, 28, 16
t034, 28, 24
t034, 28, 37
t034, 29, 1
t034, 30, 21
t034, 30, 22
t034, 31, 4
t034, 31, 38
t034, 32, 6
t034, 32, 10
t034, 32, 24
t034, 32, 28
t034, 33, 14
t034, 34, 13
t034, 35, 22
t034, 36, 28
t034, 36, 34
t034, 37, 16
t034, 37, 21
t034, 37, 22
t034, 37, 29
t034, 37, 31
t034, 37, 34
t034, 38, 27
t034, 39, 38
t034, 40, 4
t034, 40, 36
t035, 2, 11
t035, 2, 24
t035, 2, 25
t035, 2, 27
t035, 3, 19
t035, 4, 22
t035, 4, 24
t035, 7, 3
t035, 8, 6
t035, 8, 15
t035, 8, 18
t035, 8, 32
t035, 11, 33
t035, 12, 6
t035, 13, 10
t035, 13, 19
t035, 15, 21
t035, 16, 13
t035, 16, 29
t035, 17, 18
t035, 17, 22
t035, 19, 6
t035, 19, 13
t035, 19, 31
t035, 21, 18
t035, 22, 5
t035, 22, 6
t035, 22, 11
t035, 23, 4
t035, 23, 20
t035, 23, 30
t035, 23, 31
t035, 25, 8
t035, 28, 6
t035, 28, 16
t035, 28, 37
t035, 29, 1
t035, 29, 8
t035, 29, 19
t035, 30, 7
t035, 30, 21
t035, 30, 22
t035, 31, 15
t035, 31, 38
t035, 32, 6
t035, 32, 10
t035, 32, 24
t035, 32, 28
t035, 33, 14
t035, 34, 13
t035, 35, 22
t035, 36, 28
t035, 36, 31
t035, 36, 34
t035, 37, 16
t035, 37, 21
t035, 37, 29
t035, 37, 31
t035, 37, 34
t035, 38, 27
t035, 38, 32
t035, 39, 1
t035, 39, 19
t035, 40, 4
t035, 40, 24
t035, 40, 36
t036, 2, 11
t036, 2, 24
t036, 2, 25
t036, 4, 22
t036, 4, 24
t036, 4, 34
t036, 5, 28
t036, 7, 3
t036, 8, 6
t036, 8, 18
t036, 8, 20
t036, 8, 32
t036, 9, 5
t036, 11, 22
t036, 11, 33
t036, 12, 6
t036, 13, 10
t036, 13, 19
t036, 13, 24
t036, 15, 21
t036, 16, 15
t036, 16, 29
t036, 17, 22
t036, 17, 33
t036, 17, 35
t036, 21, 18
t036, 22, 5
t036, 22, 6
t036, 22, 11
t036, 23, 20
t036, 23, 30
t036, 23, 31
t036, 25, 8
t036, 28, 35
t036, 28, 37
t036, 29, 1
t036, 29, 8
t036, 29, 19
t036, 30, 5
t036, 30, 7
t036, 30, 8
t036, 30, 21
t036, 30, 22
t036, 30, 38
t036, 31, 15
t036, 31, 38
t036, 32, 6
t036, 32, 10
t036, 32, 24
t036, 33, 8
t036, 33, 14
t036, 35, 22
t036, 36, 31
t036, 36, 34
t036, 37, 16
t036, 37, 31
t036, 38, 18
t036, 38, 27
t036, 38, 32
t036, 39, 1
t036, 39, 19
t036, 40, 4
t036, 40, 19
t036, 40, 24
t036, 40, 25
t036, 40, 36
t037, 1, 8
t037, 2, 24
t037, 4, 1
t037, 4, 22
t037, 4, 24
t037, 4, 34
t037, 8, 3
t037, 8, 6
t037, 8, 18
t037, 8, 20
t037, 8, 38
t037, 9, 5
t037, 10, 33
t037, 11, 9
t037, 11, 22
t037, 11, 31
t037, 11, 33
t037, 12, 6
t037, 13, 19
t037, 13, 24
t037, 13, 30
t037, 15, 16
t037, 15, 21
t037, 17, 33
t037, 17, 39
t037, 21, 20
t037, 22, 6
t037, 22, 11
t037, 23, 3
t037, 23, 20
t037, 23, 30
t037, 23, 31
t037, 24, 21
t037, 28, 35
t037, 28, 37
t037, 29, 1
t037, 29, 8
t037, 29, 10
t037, 29, 19
t037, 30, 5
t037, 30, 7
t037, 30, 8
t037, 30, 12
t037, 30, 21
t037, 30, 22
t037, 30, 38
t037, 32, 6
t037, 32, 24
t037, 33, 8
t037, 33, 14
t037, 33, 36
t037, 34, 16
t037, 35, 8
t037, 35, 17
t037, 35, 22
t037, 37, 16
t037, 37, 31
t037, 38, 18
t037, 38, 27
t037, 38, 32
t037, 38, 35
t037, 39, 19
t037, 40, 18
t037, 40, 19
t037, 40, 24
t037, 40, 25
t038, 1, 8
t038, 2, 24
t038, 3, 14
t038, 4, 1
t038, 4, 34
t038, 6, 32
t038, 7, 15
t038, 7, 17
t038, 7, 21
t038, 8, 3
t038, 8, 34
t038, 8, 38
t038, 9, 5
t038, 9, 13
t038, 9, 31
t038, 10, 5
t038, 10, 9
t038, 10, 13
t038, 10, 33
t038, 11, 31
t038, 11, 33
t038, 11, 38
t038, 12, 2
t038, 12, 6
t038, 13, 19
t038, 13, 30
t038, 14, 38
t038, 15, 2
t038, 15, 6
t038, 15, 21
t038, 17, 21
t038, 19, 33
t038, 21, 20
t038, 22, 11
t038, 22, 25
t038, 23, 1
t038, 23, 3
t038, 23, 9
t038, 23, 20
t038, 23, 30
t038, 23, 31
t038, 23, 34
t038, 24, 21
t038, 25, 39
t038, 27, 17
t038, 28, 27
t038, 28, 32
t038, 28, 35
t038, 28, 37
t038, 29, 8
t038, 29, 10
t038, 29, 14
t038, 29, 19
t038, 29, 27
t038, 30, 5
t038, 30, 12
t038, 30, 38
t038, 32, 24
t038, 33, 8
t038, 33, 14
t038, 33, 36
t038, 34, 16
t038, 34, 21
t038, 34, 22
t038, 34, 39
t038, 35, 8
t038, 35, 17
t038, 35, 22
t038, 37, 16
t038, 37, 31
t038, 38, 35
t038, 39, 11
t038, 39, 19
t038, 40, 18
t038, 40, 19
t038, 40, 24
t038, 40, 25
t039, 1, 5
t039, 1, 6
t039, 1, 8
t039, 2, 24
t039, 3, 12
t039, 4, 1
t039, 6, 32
t039, 7, 15
t039, 7, 17
t039, 7, 20
t039, 7, 21
t039, 7, 34
t039, 8, 3
t039, 8, 21
t039, 8, 34
t039, 9, 5
t039, 9, 13
t039, 9, 14
t039, 9, 31
t039, 10, 9
t039, 10, 13
t039, 11, 31
t039, 12, 2
t039, 12, 22
t039, 13, 19
t039, 13, 30
t039, 13, 37
t039, 14, 5
t039, 14, 21
t039, 14, 38
t039, 15, 6
t039, 17, 12
t039, 17, 21
t039, 19, 8
t039, 19, 33
t039, 20, 9
t039, 21, 18
t039, 22, 25
t039, 23, 1
t039, 23, 3
t039, 23, 20
t039, 23, 30
t039, 23, 31
t039, 24, 21
t039, 25, 35
t039, 25, 39
t039, 27, 29
t039, 28, 32
t039, 28, 35
t039, 28, 37
t039, 29, 4
t039, 29, 8
t039, 29, 19
t039, 29, 27
t039, 30, 12
t039, 30, 14
t039, 33, 8
t039, 33, 12
t039, 33, 14
t039, 33, 36
t039, 34, 16
t039, 34, 21
t039, 34, 36
t039, 34, 39
t039, 35, 8
t039, 35, 17
t039, 36, 31
t039, 37, 31
t039, 38, 5
t039, 38, 8
t039, 38, 25
t039, 38, 33
t039, 38, 35
t039, 39, 11
t039, 40, 24
t040, 3, 12
t040, 4, 33
t040, 6, 13
t040, 6, 32
t040, 7, 3
t040, 7, 15
t040, 7, 17
t040, 7, 20
t040, 7, 21
t040, 7, 34
t040, 8, 3
t040, 8, 18
t040, 8, 21
t040, 8, 34
t040, 9, 5
t040, 9, 13
t040, 9, 17
t040, 12, 2
t040, 12, 22
t040, 13, 19
t040, 14, 6
t040, 14, 21
t040, 15, 6
t040, 15, 27
t040, 16, 17
t040, 17, 9
t040, 17, 12
t040, 17, 20
t040, 17, 21
t040, 17, 33
t040, 19, 4
t040, 19, 8
t040, 19, 33
t040, 20, 27
t040, 21, 18
t040, 21, 25
t040, 22, 25
t040, 23, 1
t040, 23, 2
t040, 23, 3
t040, 23, 30
t040, 23, 31
t040, 24, 1
t040, 24, 21
t040, 24, 27
t040, 25, 35
t040, 26, 10
t040, 26, 31
t040, 27, 3
t040, 27, 29
t040, 28, 22
t040, 28, 32
t040, 28, 35
t040, 29, 4
t040, 29, 8
t040, 29, 19
t040, 29, 27
t040, 30, 14
t040, 33, 6
t040, 33, 8
t040, 33, 12
t040, 33, 14
t040, 33, 32
t040, 33, 36
t040, 34, 16
t040, 34, 21
t040, 35, 6
t040, 35, 8
t040, 35, 17
t040, 36, 16
t040, 37, 12
t040, 37, 31
t040, 38, 5
t040, 38, 8
t040, 38, 25
t040, 38, 33
t040, 38, 35
t040, 39, 11
t040, 40, 5
t040, 40, 24
t041, 4, 9
t041, 4, 22
t041, 4, 33
t041, 6, 13
t041, 6, 32
t041, 7, 3
t041, 7, 20
t041, 7, 21
t041, 7, 34
t041, 8, 3
t041, 8, 18
t041, 8, 21
t041, 9, 17
t041, 12, 2
t041, 12, 22
t041, 13, 19
t041, 14, 6
t041, 15, 25
t041, 15, 27
t041, 16, 3
t041, 16, 17
t041, 17, 9
t041, 17, 12
t041, 17, 20
t041, 19, 4
t041, 19, 8
t041, 19, 33
t041, 20, 27
t041, 21, 25
t041, 21, 35
t041, 22, 5
t041, 22, 24
t041, 22, 25
t041, 22, 36
t041, 23, 1
t041, 23, 2
t041, 23, 3
t041, 23, 30
t041, 23, 31
t041, 24, 1
t041, 24, 21
t041, 25, 35
t041, 26, 10
t041, 26, 31
t041, 27, 3
t041, 27, 19
t041, 27, 29
t041, 28, 6
t041, 28, 22
t041, 28, 23
t041, 28, 32
t041, 29, 4
t041, 29, 25
t041, 29, 27
t041, 32, 5
t041, 33, 6
t041, 33, 12
t041, 33, 14
t041, 33, 32
t041, 34, 21
t041, 35, 6
t041, 35, 17
t041, 36, 20
t041, 36, 28
t041, 37, 12
t041, 38, 25
t041, 38, 33
t041, 38, 35
t041, 39, 11
t041, 40, 5
t041, 40, 24
t042, 4, 22
t042, 4, 33
t042, 6, 5
t042, 6, 9
t042, 6, 10
t042, 6, 13
t042, 6, 28
t042, 6, 32
t042, 7, 3
t042, 7, 20
t042, 8, 3
t042, 8, 18
t042, 8, 21
t042, 9, 17
t042, 9, 30
t042, 12, 2
t042, 12, 22
t042, 13, 1
t042, 13, 10
t042, 13, 19
t042, 13, 24
t042, 14, 6
t042, 14, 24
t042, 15, 25
t042, 16, 3
t042, 16, 34
t042, 17, 12
t042, 17, 20
t042, 18, 23
t042, 19, 4
t042, 19, 8
t042, 19, 33
t042, 20, 6
t042, 20, 27
t042, 21, 35
t042, 22, 5
t042, 22, 24
t042, 22, 26
t042, 22, 36
t042, 22, 38
t042, 23, 1
t042, 23, 2
t042, 23, 3
t042, 23, 9
t042, 23, 18
t042, 23, 30
