t,src,snk
t032, 34, 12
t032, 35, 22
t032, 39, 35
t032, 39, 37
t032, 39, 40
t033, 3, 26
t033, 4, 14
t033, 4, 37
t033, 4, 40
t033, 6, 26
t033, 8, 11
t033, 13, 40
t033, 15, 22
t033, 16, 29
t033, 22, 10
t033, 24, 36
t033, 27, 24
t033, 29, 6
t033, 29, 22
t033, 29, 26
t033, 32, 37
t033, 33, 14
t033, 34, 12
t033, 34, 23
t033, 35, 22
t033, 35, 40
t033, 37, 29
t033, 39, 40
t034, 1, 3
t034, 3, 26
t034, 3, 31
t034, 4, 25
t034, 4, 29
t034, 4, 37
t034, 4, 40
t034, 5, 25
t034, 10, 11
t034, 11, 26
t034, 13, 25
t034, 13, 29
t034, 13, 37
t034, 15, 22
t034, 15, 40
t034, 16, 29
t034, 18, 22
t034, 22, 10
t034, 23, 1
t034, 24, 7
t034, 26, 18
t034, 27, 24
t034, 33, 26
t034, 33, 28
t034, 38, 7
t034, 39, 40
t035, 1, 19
t035, 3, 26
t035, 5, 25
t035, 11, 34
t035, 12, 25
t035, 15, 40
t035, 22, 10
t035, 24, 27
t035, 24, 36
t035, 25, 19
t035, 26, 18
t035, 27, 10
t035, 27, 24
t035, 28, 23
t035, 31, 19
t035, 35, 21
t035, 35, 36
t036, 1, 19
t036, 3, 25
t036, 3, 26
t036, 7, 18
t036, 8, 37
t036, 10, 11
t036, 10, 18
t036, 22, 10
t036, 24, 7
t036, 24, 27
t037, 1, 39
t037, 3, 7
t037, 3, 20
t037, 10, 11
t037, 10, 18
t037, 10, 19
t037, 11, 5
t037, 11, 10
t037, 11, 19
t037, 13, 25
t037, 16, 36
t037, 17, 20
t037, 19, 4
t037, 19, 17
t037, 22, 10
t037, 23, 40
t037, 24, 27
t037, 25, 2
t037, 26, 18
t037, 32, 37
t037, 40, 31
t038, 1, 39
t038, 13, 36
t038, 13, 37
t038, 16, 24
t038, 19, 2
t038, 19, 4
t038, 19, 17
t038, 22, 27
t038, 23, 40
t038, 24, 27
t038, 26, 18
t038, 27, 24
t038, 31, 19
t038, 36, 25
t038, 38, 7
t039, 1, 39
t039, 2, 7
t039, 13, 36
t039, 13, 37
t039, 16, 24
t039, 24, 27
t039, 26, 25
t039, 26, 29
t039, 28, 14
t039, 31, 2
t039, 31, 19
t039, 31, 25
t040, 2, 7
t040, 3, 25
t040, 6, 36
t040, 7, 25
t040, 10, 4
t040, 10, 24
t040, 10, 36
t040, 11, 7
t040, 12, 16
t040, 12, 35
t040, 15, 22
t040, 16, 24
t040, 19, 4
t040, 19, 32
t040, 24, 27
t040, 26, 10
t040, 26, 25
t040, 27, 10
t040, 27, 24
t040, 31, 11
t040, 31, 19
t040, 31, 35
t040, 31, 37
t040, 33, 16
t040, 34, 24
t040, 36, 24
t041, 2, 7
t041, 3, 26
t041, 7, 12
t041, 9, 11
t041, 10, 4
t041, 11, 7
t041, 15, 38
t041, 20, 13
t041, 20, 25
t041, 24, 27
t041, 26, 2
t041, 26, 22
t041, 27, 32
t041, 28, 14
t041, 31, 19
t041, 31, 35
t041, 33, 16
t041, 37, 1
t041, 37, 29
t041, 38, 7
t041, 39, 26
t042, 2, 7
t042, 3, 35
t042, 4, 36
t042, 7, 2
t042, 7, 34
t042, 10, 4
t042, 16, 24
t042, 18, 14
t042, 18, 36
t042, 24, 27
t042, 25, 13
t042, 25, 38
t042, 26, 28
t042, 31, 19
t042, 32, 2
t042, 35, 21
t042, 38, 2
t042, 38, 7
t042, 39, 26
t043, 1, 38
t043, 2, 7
t043, 7, 40
t043, 8, 23
t043, 8, 38
t043, 10, 4
t043, 10, 11
t043, 11, 2
t043, 14, 38
t043, 15, 38
t043, 16, 29
t043, 18, 4
t043, 18, 36
t043, 22, 11
t043, 23, 28
t043, 24, 19
t043, 24, 27
t043, 25, 13
t043, 29, 38
t043, 31, 19
t043, 33, 32
t043, 37, 5
t043, 38, 7
t043, 39, 15
t043, 39, 25
t044, 2, 7
t044, 2, 28
t044, 7, 40
t044, 8, 32
t044, 9, 19
t044, 10, 11
t044, 13, 25
t044, 13, 29
t044, 16, 10
t044, 16, 24
t044, 18, 4
t044, 18, 9
t044, 18, 14
t044, 19, 4
t044, 23, 28
t044, 24, 17
t044, 24, 19
t044, 24, 20
t044, 24, 27
t044, 25, 1
t044, 27, 19
t044, 27, 26
t044, 27, 36
t044, 27, 37
t044, 28, 3
t044, 29, 38
t044, 31, 19
t044, 32, 7
t044, 35, 33
t044, 35, 34
t044, 38, 7
t044, 39, 25
t044, 39, 33
t045, 2, 7
t045, 4, 14
t045, 7, 40
t045, 8, 40
t045, 10, 11
t045, 13, 29
t045, 14, 38
t045, 16, 37
t045, 17, 39
t045, 23, 28
t045, 27, 19
t045, 27, 26
t045, 27, 36
t045, 28, 3
t045, 29, 38
t045, 31, 19
t045, 32, 7
t045, 34, 12
t045, 34, 29
t045, 35, 34
t045, 39, 25
t045, 39, 32
t045, 39, 33
t046, 2, 7
t046, 4, 1
t046, 7, 40
t046, 8, 4
t046, 8, 40
t046, 9, 1
t046, 13, 25
t046, 13, 29
t046, 14, 38
t046, 19, 7
t046, 19, 25
t046, 30, 17
t046, 32, 7
t046, 32, 10
t046, 36, 25
t046, 36, 34
t046, 39, 25
t046, 39, 33
t046, 40, 25
t047, 2, 7
t047, 5, 13
t047, 8, 40
t047, 13, 15
t047, 17, 39
t047, 19, 7
t047, 21, 2
t047, 22, 35
t047, 25, 34
t047, 26, 22
t047, 29, 18
t047, 32, 7
t047, 35, 36
t047, 36, 25
t047, 36, 34
t047, 40, 25
t048, 2, 7
t048, 2, 24
t048, 2, 38
t048, 3, 12
t048, 5, 20
t048, 14, 20
t048, 14, 31
t048, 14, 38
t048, 16, 24
t048, 17, 39
t048, 19, 7
t048, 25, 36
t048, 31, 19
t048, 31, 37
t048, 32, 7
t048, 32, 10
t048, 34, 1
t048, 36, 24
t048, 36, 29
t048, 36, 34
t048, 38, 7
t049, 1, 18
t049, 2, 7
t049, 3, 12
t049, 4, 30
t049, 5, 7
t049, 13, 29
t049, 14, 29
t049, 16, 34
t049, 19, 7
t049, 19, 25
t049, 21, 10
t049, 21, 39
t049, 25, 36
t049, 26, 22
t049, 32, 2
t049, 32, 7
t049, 32, 18
t049, 34, 1
t049, 36, 7
t049, 36, 11
t049, 37, 31
t050, 2, 7
t050, 4, 21
t050, 5, 3
t050, 5, 23
t050, 12, 29
t050, 19, 20
t050, 21, 39
t050, 24, 30
t050, 26, 22
t050, 32, 2
t050, 33, 16
t050, 33, 29
t050, 33, 31
t050, 36, 13
t050, 36, 21
t050, 36, 25
t050, 37, 29
t050, 37, 31
t050, 38, 7
t051, 6, 36
t051, 13, 29
t051, 13, 37
t051, 16, 36
t051, 20, 29
t051, 20, 38
t051, 21, 32
t051, 21, 34
t051, 21, 39
t051, 27, 29
t051, 32, 2
t051, 32, 7
t051, 33, 31
t051, 33, 40
t051, 36, 8
t051, 36, 11
t051, 36, 25
t051, 36, 28
t051, 40, 1
t052, 7, 29
t052, 7, 37
t052, 8, 3
t052, 13, 37
t052, 16, 36
t052, 17, 39
t052, 18, 36
t052, 20, 29
t052, 20, 38
t052, 24, 37
t052, 29, 34
t052, 32, 2
t052, 34, 1
t052, 36, 4
t052, 37, 29
t052, 38, 10
t052, 38, 32
t052, 40, 1
t053, 1, 3
t053, 1, 37
t053, 7, 23
t053, 8, 3
t053, 12, 1
t053, 18, 36
t053, 20, 38
t053, 23, 29
t053, 24, 27
t053, 29, 6
t053, 29, 34
t053, 29, 38
t053, 30, 1
t053, 30, 34
t053, 32, 2
t053, 34, 1
t053, 36, 4
t053, 36, 24
t053, 40, 1
t053, 40, 25
t054, 2, 7
t054, 2, 39
t054, 3, 12
t054, 3, 37
t054, 5, 13
t054, 8, 3
t054, 10, 36
t054, 12, 1
t054, 17, 39
t054, 20, 38
t054, 29, 34
t054, 29, 38
t054, 30, 34
t054, 32, 2
t054, 33, 3
t054, 34, 1
t054, 34, 37
t054, 40, 1
t054, 40, 3
t054, 40, 25
t055, 2, 22
t055, 2, 36
t055, 2, 39
t055, 3, 37
t055, 4, 36
t055, 10, 34
t055, 12, 1
t055, 17, 21
t055, 25, 13
t055, 29, 34
t055, 30, 25
t055, 32, 2
t055, 33, 3
t055, 34, 1
t055, 34, 31
t055, 34, 37
t055, 36, 31
t055, 40, 1
t055, 40, 3
t056, 1, 15
t056, 4, 36
t056, 11, 2
t056, 12, 31
t056, 13, 3
t056, 20, 38
t056, 29, 34
t056, 34, 1
t056, 34, 31
t056, 34, 37
t056, 38, 10
t056, 39, 32
t056, 40, 1
t056, 40, 3
t057, 1, 15
t057, 13, 3
t057, 14, 30
t057, 15, 1
t057, 15, 14
t057, 16, 7
t057, 17, 21
t057, 20, 38
t057, 25, 19
t057, 31, 33
t057, 32, 7
t057, 34, 11
t057, 34, 31
t057, 34, 37
t057, 36, 17
t057, 37, 31
t057, 40, 3
t057, 40, 15
t058, 1, 29
t058, 5, 7
t058, 6, 29
t058, 8, 12
t058, 12, 31
t058, 13, 32
t058, 18, 22
t058, 25, 33
t058, 29, 34
t058, 30, 33
t058, 31, 33
t058, 36, 29
t058, 39, 19
t058, 40, 1
t059, 5, 33
t059, 6, 29
t059, 12, 31
t059, 16, 36
t059, 18, 22
t059, 20, 29
t059, 21, 31
t059, 29, 34
t059, 29, 37
t059, 30, 8
t059, 31, 33
t059, 31, 39
t059, 34, 5
t059, 34, 33
t059, 40, 1
t059, 40, 3
t060, 6, 5
t060, 9, 33
t060, 13, 3
t060, 16, 36
t060, 18, 36
t060, 24, 16
t060, 33, 22
t060, 38, 4
t060, 38, 15
t060, 38, 23
t060, 39, 31
t060, 40, 1
t061, 4, 36
t061, 5, 23
t061, 6, 5
t061, 6, 13
t061, 16, 36
t061, 18, 36
t061, 20, 38
t061, 23, 40
t061, 25, 29
t061, 26, 18
t061, 30, 8
t061, 32, 37
t061, 34, 1
t062, 6, 5
t062, 6, 13
t062, 7, 11
t062, 7, 13
t062, 8, 33
t062, 10, 27
t062, 13, 35
t062, 19, 37
t062, 26, 29
t062, 30, 8
t062, 32, 2
t062, 33, 15
t063, 2, 33
t063, 6, 13
t063, 8, 33
t063, 9, 33
t063, 10, 23
t063, 10, 27
t063, 13, 9
t063, 13, 20
t063, 13, 35
t063, 26, 9
t063, 29, 31
t063, 29, 33
t063, 30, 8
t063, 31, 38
t063, 32, 2
t063, 32, 17
t063, 33, 12
t063, 34, 8
t063, 34, 12
t063, 36, 4
t064, 1, 23
t064, 5, 1
t064, 9, 18
t064, 9, 33
t064, 10, 26
t064, 14, 34
t064, 17, 31
t064, 17, 39
t064, 26, 34
t064, 29, 38
t064, 30, 33
t064, 31, 10
t064, 31, 39
t064, 33, 12
t064, 33, 15
t064, 33, 22
t064, 34, 12
t064, 36, 18
t064, 40, 1
t065, 1, 23
t065, 5, 1
t065, 6, 29
t065, 9, 18
t065, 9, 33
t065, 10, 11
t065, 15, 7
t065, 17, 39
t065, 21, 31
t065, 21, 37
t065, 22, 15
t065, 29, 34
t065, 29, 38
t065, 31, 39
t065, 32, 35
t065, 33, 12
t065, 34, 12
t065, 34, 33
t065, 40, 1
t066, 3, 16
t066, 6, 7
t066, 6, 29
t066, 9, 18
t066, 10, 27
t066, 13, 23
t066, 22, 15
t066, 22, 21
t066, 22, 27
t066, 23, 16
t066, 29, 7
t066, 29, 34
t066, 31, 39
t066, 32, 7
t066, 32, 35
t066, 33, 8
t066, 33, 12
t066, 33, 15
t066, 35, 32
t067, 1, 23
t067, 2, 8
t067, 11, 40
t067, 12, 33
t067, 14, 7
t067, 19, 5
t067, 19, 25
t067, 22, 17
t067, 23, 7
t067, 23, 34
t067, 29, 34
t067, 29, 38
t067, 30, 29
t067, 31, 39
t067, 32, 7
t067, 34, 31
t067, 36, 13
t067, 36, 18
t068, 1, 8
t068, 9, 18
t068, 12, 33
t068, 16, 38
t068, 20, 33
t068, 21, 14
t068, 23, 34
t068, 24, 20
t068, 30, 3
t068, 32, 7
t068, 34, 1
t068, 37, 4
t068, 37, 29
t069, 1, 23
t069, 7, 22
t069, 9, 27
t069, 12, 33
t069, 16, 21
t069, 16, 37
t069, 16, 38
t069, 21, 14
t069, 21, 25
t069, 23, 7
t069, 23, 31
t069, 23, 34
t069, 24, 12
t069, 24, 20
t069, 28, 20
t069, 29, 34
t069, 30, 3
t069, 31, 19
t069, 32, 22
t069, 34, 1
t069, 36, 25
t069, 36, 28
t069, 36, 33
t069, 37, 17
t069, 39, 2
t069, 39, 26
t070, 7, 2
t070, 12, 27
t070, 12, 33
t070, 13, 24
t070, 15, 8
t070, 16, 14
t070, 17, 14
t070, 19, 3
t070, 20, 29
t070, 22, 15
t070, 23, 7
t070, 28, 15
t070, 28, 29
t070, 31, 19
t070, 33, 27
t070, 35, 16
t070, 36, 25
t071, 6, 8
t071, 8, 29
t071, 11, 8
t071, 12, 33
t071, 14, 7
t071, 14, 27
t071, 18, 8
t071, 18, 14
t071, 18, 34
t071, 20, 27
t071, 23, 7
t071, 27, 29
t071, 29, 2
t071, 31, 19
t071, 32, 7
t071, 35, 33
t071, 37, 3
t072, 2, 18
t072, 3, 8
t072, 7, 2
t072, 8, 29
t072, 11, 8
t072, 12, 33
t072, 15, 39
t072, 17, 31
t072, 18, 38
t072, 20, 33
t072, 21, 11
t072, 27, 16
t072, 27, 29
t072, 29, 1
t072, 30, 3
t072, 31, 19
t072, 36, 8
t072, 38, 21
t072, 40, 1
t072, 40, 25
t073, 2, 18
t073, 3, 8
t073, 7, 2
t073, 8, 29
t073, 8, 40
t073, 11, 8
t073, 11, 20
t073, 15, 39
t073, 16, 34
t073, 18, 38
t073, 19, 16
t073, 20, 33
t073, 21, 5
t073, 27, 24
t073, 27, 29
t073, 31, 17
t073, 33, 12
t073, 40, 34
t074, 2, 8
t074, 2, 18
t074, 3, 16
t074, 4, 20
t074, 6, 2
t074, 9, 34
t074, 11, 8
t074, 11, 10
t074, 13, 8
t074, 15, 29
t074, 15, 39
t074, 17, 39
t074, 18, 8
t074, 18, 34
t074, 19, 16
t074, 19, 33
t074, 19, 38
t074, 20, 29
t074, 20, 33
t074, 21, 5
t074, 21, 8
t074, 26, 4
t074, 27, 24
t074, 27, 29
t074, 27, 37
t074, 34, 33
t074, 40, 23
t075, 4, 32
t075, 7, 32
t075, 8, 29
t075, 8, 34
t075, 8, 35
t075, 9, 23
t075, 9, 33
t075, 17, 7
t075, 19, 8
t075, 20, 16
t075, 22, 7
t075, 22, 36
t075, 23, 29
t075, 24, 32
t075, 25, 36
t075, 33, 34
t075, 38, 18
t075, 38, 20
t076, 2, 7
t076, 2, 8
t076, 8, 32
t076, 13, 3
t076, 16, 39
t076, 18, 38
t076, 19, 3
t076, 20, 16
t076, 20, 33
t076, 22, 27
t076, 24, 32
t076, 25, 26
t076, 27, 22
t076, 33, 5
t076, 34, 8
t076, 34, 12
t077, 2, 7
t077, 2, 8
t077, 3, 16
t077, 7, 15
t077, 13, 35
t077, 18, 8
t077, 19, 5
t077, 19, 15
t077, 19, 16
t077, 20, 14
t077, 20, 33
t077, 21, 37
t077, 22, 15
t077, 26, 33
t077, 27, 17
t077, 33, 12
t077, 33, 39
t077, 34, 4
t077, 34, 8
t077, 34, 12
t077, 37, 14
t077, 38, 26
t077, 40, 1
t078, 2, 8
t078, 2, 39
t078, 7, 32
t078, 9, 18
t078, 13, 1
t078, 18, 8
t078, 18, 38
t078, 19, 16
t078, 20, 12
t078, 21, 9
t078, 21, 31
t078, 25, 18
t078, 27, 22
t078, 33, 5
t078, 34, 4
t078, 34, 18
t078, 38, 26
t079, 2, 8
t079, 2, 12
t079, 5, 23
t079, 7, 32
t079, 10, 3
t079, 13, 1
t079, 14, 39
t079, 15, 8
t079, 18, 8
t079, 18, 38
t079, 21, 8
t079, 21, 9
t079, 21, 31
t079, 24, 23
t079, 27, 22
t079, 27, 32
t079, 27, 39
t079, 30, 32
t079, 31, 17
t079, 32, 12
t079, 34, 8
t079, 35, 5
t079, 38, 8
t080, 2, 8
t080, 3, 8
t080, 4, 8
t080, 8, 21
t080, 9, 18
t080, 15, 8
t080, 18, 8
t080, 19, 10
t080, 21, 10
t080, 28, 40
t080, 31, 17
t080, 32, 39
t080, 34, 4
t080, 35, 13
t080, 37, 29
t080, 37, 30
t080, 37, 33
t080, 38, 8
t080, 38, 16
t081, 1, 12
t081, 1, 13
t081, 2, 8
t081, 3, 27
t081, 6, 22
t081, 8, 22
t081, 9, 18
t081, 11, 1
t081, 14, 7
t081, 16, 39
t081, 18, 8
t081, 19, 17
t081, 23, 7
t081, 24, 16
t081, 30, 29
t081, 34, 2
t081, 34, 4
t081, 37, 9
t082, 1, 12
t082, 1, 25
t082, 2, 8
t082, 2, 18
t082, 6, 13
t082, 6, 22
t082, 7, 22
t082, 8, 15
t082, 8, 22
t082, 9, 18
t082, 10, 16
t082, 14, 7
t082, 15, 39
t082, 18, 8
t082, 21, 10
t082, 21, 27
t082, 24, 39
t082, 26, 29
t082, 28, 12
t082, 28, 17
t082, 30, 14
t082, 30, 17
t082, 30, 29
t082, 30, 32
t082, 37, 27
t083, 3, 33
t083, 6, 13
t083, 6, 34
t083, 7, 16
t083, 7, 36
t083, 8, 15
t083, 8, 17
t083, 9, 18
t083, 12, 13
t083, 12, 29
t083, 12, 33
t083, 20, 4
t083, 23, 32
t083, 23, 34
t083, 24, 39
t083, 26, 9
t083, 33, 38
t083, 35, 25
t083, 36, 29
t083, 37, 27
t083, 39, 32
t084, 2, 8
t084, 11, 27
t084, 12, 33
t084, 15, 12
t084, 17, 29
t084, 18, 38
t084, 19, 33
t084, 21, 31
t084, 23, 25
t084, 23, 34
t084, 24, 32
t084, 26, 4
t084, 26, 34
t084, 28, 12
t084, 33, 38
t084, 35, 4
t084, 35, 25
t084, 36, 40
t084, 39, 38
t085, 1, 5
t085, 1, 18
t085, 2, 8
t085, 2, 18
t085, 8, 25
t085, 9, 11
t085, 10, 3
t085, 10, 39
t085, 12, 3
t085, 12, 34
t085, 14, 33
t085, 15, 3
t085, 18, 8
t085, 21, 13
t085, 21, 31
t085, 28, 13
t085, 33, 30
t085, 37, 25
t085, 39, 26
t085, 39, 38
t086, 1, 8
t086, 2, 8
t086, 2, 10
t086, 2, 18
t086, 3, 4
t086, 7, 15
t086, 7, 32
t086, 8, 25
t086, 9, 33
t086, 10, 39
t086, 12, 34
t086, 14, 33
t086, 16, 33
t086, 17, 5
t086, 18, 8
t086, 21, 13
t086, 22, 7
t086, 22, 13
t086, 24, 38
t086, 26, 34
t086, 30, 32
t086, 32, 7
t086, 37, 4
t086, 37, 25
t086, 38, 40
t086, 39, 4
t086, 39, 26
t086, 39, 38
t086, 40, 16
t087, 1, 40
t087, 2, 8
t087, 2, 18
t087, 3, 4
t087, 3, 32
t087, 8, 26
t087, 14, 22
t087, 16, 33
t087, 21, 13
t087, 22, 23
t087, 24, 17
t087, 24, 32
t087, 24, 38
t087, 24, 40
t087, 26, 34
t087, 32, 7
t087, 33, 34
t087, 34, 3
t087, 34, 12
t087, 39, 26
t087, 39, 30
t088, 1, 9
t088, 3, 4
t088, 3, 32
t088, 7, 4
t088, 10, 4
t088, 10, 16
t088, 15, 38
t088, 15, 39
t088, 16, 32
t088, 16, 33
t088, 20, 33
t088, 21, 13
t088, 21, 31
t088, 24, 27
t088, 24, 32
t088, 24, 38
t088, 25, 31
t088, 29, 15
t088, 30, 24
t088, 32, 7
t088, 34, 8
t088, 34, 12
t088, 37, 4
t088, 39, 26
t088, 40, 10
t089, 1, 9
t089, 3, 4
t089, 3, 32
t089, 7, 4
t089, 10, 16
t089, 12, 18
t089, 15, 4
t089, 16, 32
t089, 17, 36
t089, 20, 29
t089, 21, 13
t089, 22, 7
t089, 22, 21
t089, 22, 23
t089, 23, 32
t089, 25, 16
t089, 26, 36
t089, 29, 6
t089, 30, 32
t089, 31, 9
t089, 32, 9
t089, 32, 36
t089, 33, 34
t089, 34, 4
t089, 37, 9
t089, 38, 1
t089, 39, 12
t089, 40, 1
t089, 40, 16
t090, 1, 4
t090, 3, 4
t090, 6, 1
t090, 6, 25
t090, 7, 15
t090, 8, 9
t090, 9, 4
t090, 12, 4
t090, 12, 18
t090, 17, 39
t090, 18, 6
t090, 21, 4
t090, 21, 40
t090, 22, 23
t090, 22, 24
t090, 23, 32
t090, 24, 36
t090, 27, 38
t090, 31, 3
t090, 31, 10
t090, 32, 4
t090, 32, 15
t090, 33, 34
t090, 37, 4
t090, 37, 9
t090, 39, 16
t090, 39, 26
t090, 40, 10
t090, 40, 16
t091, 1, 4
t091, 2, 10
t091, 2, 18
t091, 3, 4
t091, 6, 1
t091, 6, 36
t091, 7, 15
t091, 9, 4
t091, 10, 16
t091, 12, 4
t091, 12, 26
t091, 27, 9
t091, 27, 34
t091, 27, 38
t091, 30, 9
t091, 35, 39
t091, 37, 1
t091, 37, 9
t091, 38, 11
t091, 39, 16
t091, 40, 16
t092, 2, 18
t092, 3, 4
t092, 6, 1
t092, 7, 15
t092, 9, 4
t092, 9, 15
t092, 11, 15
t092, 11, 22
t092, 16, 39
t092, 21, 31
t092, 22, 13
t092, 22, 23
t092, 23, 40
t092, 32, 20
t092, 32, 40
t092, 35, 9
t092, 35, 39
t092, 37, 9
t092, 38, 40
t092, 39, 12
t093, 3, 4
t093, 4, 36
t093, 9, 4
t093, 10, 26
t093, 11, 22
t093, 11, 32
t093, 11, 36
t093, 12, 33
t093, 18, 15
t093, 18, 35
t093, 20, 14
t093, 22, 23
t093, 24, 23
t093, 25, 18
t093, 26, 28
t093, 27, 25
t093, 28, 9
t093, 28, 17
t093, 29, 9
t093, 32, 13
t093, 35, 5
t093, 35, 22
t093, 39, 26
t094, 2, 18
t094, 3, 4
t094, 3, 22
t094, 4, 8
t094, 4, 9
t094, 9, 4
t094, 11, 12
t094, 11, 36
t094, 12, 31
t094, 13, 9
t094, 16, 32
t094, 16, 39
t094, 20, 14
t094, 22, 23
t094, 23, 1
t094, 25, 22
t094, 27, 9
t094, 28, 9
t094, 28, 17
t094, 29, 9
t094, 29, 18
t094, 32, 13
t094, 32, 22
t094, 35, 22
t094, 36, 4
t094, 36, 16
t094, 39, 12
t094, 40, 1
t095, 2, 18
t095, 3, 4
t095, 3, 22
t095, 4, 8
t095, 4, 9
t095, 4, 40
t095, 7, 36
t095, 8, 26
t095, 8, 36
t095, 12, 31
t095, 13, 9
t095, 13, 25
t095, 16, 5
t095, 16, 32
t095, 16, 33
t095, 16, 39
t095, 17, 39
t095, 18, 8
t095, 22, 23
t095, 23, 1
t095, 23, 25
t095, 24, 16
t095, 24, 23
t095, 24, 39
t095, 25, 22
t095, 28, 17
t095, 29, 9
t095, 29, 39
t095, 31, 18
t095, 32, 13
t095, 32, 22
t095, 33, 13
t095, 39, 2
t096, 3, 4
t096, 3, 39
t096, 4, 40
t096, 12, 35
t096, 13, 25
t096, 22, 23
t096, 22, 29
t096, 23, 25
t096, 28, 27
t096, 31, 18
t096, 32, 22
t096, 36, 9
t096, 36, 14
t096, 39, 12
t096, 40, 1
t096, 40, 16
t097, 3, 32
t097, 3, 39
t097, 4, 40
t097, 5, 23
t097, 6, 3
t097, 8, 15
t097, 9, 3
t097, 9, 7
t097, 10, 16
t097, 16, 31
t097, 16, 32
t097, 16, 33
t097, 18, 8
t097, 18, 31
t097, 21, 40
t097, 23, 25
t097, 23, 32
t097, 24, 9
t097, 24, 17
t097, 24, 31
t097, 32, 28
t097, 32, 29
t097, 34, 8
t098, 2, 18
t098, 5, 1
t098, 5, 28
t098, 6, 1
t098, 6, 3
t098, 8, 15
t098, 8, 27
t098, 9, 3
t098, 9, 17
t098, 9, 18
t098, 10, 28
t098, 10, 34
t098, 13, 14
t098, 16, 39
t098, 18, 8
t098, 18, 37
t098, 20, 12
t098, 22, 31
t098, 23, 5
t098, 23, 14
t098, 23, 30
t098, 24, 17
t098, 25, 31
t098, 28, 17
t098, 31, 18
t098, 34, 8
t098, 34, 13
t098, 39, 12
t099, 2, 10
t099, 2, 18
t099, 5, 1
t099, 5, 28
t099, 5, 29
t099, 6, 1
t099, 6, 3
t099, 8, 15
t099, 10, 16
t099, 10, 28
t099, 11, 36
t099, 16, 33
t099, 20, 40
t099, 22, 13
t099, 22, 23
t099, 22, 40
t099, 23, 5
t099, 23, 15
t099, 25, 14
t099, 28, 17
t099, 31, 18
t099, 32, 5
t099, 32, 20
t099, 34, 2
t099, 39, 12
t099, 40, 10
t099, 40, 16
t100, 2, 37
t100, 3, 4
t100, 3, 5
t100, 3, 28
t100, 5, 28
t100, 7, 40
t100, 9, 3
t100, 10, 5
t100, 10, 16
t100, 10, 28
t100, 16, 14
t100, 16, 31
t100, 18, 8
t100, 18, 37
t100, 18, 38
t100, 22, 40
t100, 25, 22
t100, 27, 13
t100, 31, 18
t100, 34, 2
t100, 34, 24
