t009, 9, 31
t010, 9, 31
t010, 28, 24
t011, 9, 31
t011, 15, 1
t011, 19, 36
t011, 20, 32
t011, 22, 21
t011, 24, 1
t011, 28, 24
t012, 1, 40
t012, 4, 31
t012, 6, 25
t012, 7, 26
t012, 9, 31
t012, 15, 1
t012, 17, 1
t012, 19, 36
t012, 20, 32
t012, 22, 21
t012, 23, 17
t012, 24, 1
t012, 28, 1
t012, 28, 24
t012, 35, 26
t012, 37, 7
t012, 39, 2
t013, 1, 40
t013, 4, 31
t013, 6, 25
t013, 7, 26
t013, 9, 10
t013, 9, 31
t013, 15, 1
t013, 17, 1
t013, 19, 36
t013, 21, 10
t013, 24, 1
t013, 28, 1
t013, 28, 24
t013, 28, 36
t013, 32, 23
t013, 35, 26
t013, 35, 39
t013, 37, 7
t013, 39, 2
t014, 1, 40
t014, 6, 25
t014, 7, 26
t014, 8, 23
t014, 9, 10
t014, 9, 31
t014, 11, 1
t014, 12, 8
t014, 15, 1
t014, 16, 7
t014, 16, 24
t014, 19, 36
t014, 21, 10
t014, 24, 1
t014, 24, 3
t014, 26, 11
t014, 27, 34
t014, 28, 1
t014, 28, 24
t014, 29, 5
t014, 30, 29
t014, 32, 23
t014, 35, 39
t014, 37, 7
t014, 38, 30
t015, 1, 37
t015, 1, 40
t015, 5, 34
t015, 5, 38
t015, 7, 26
t015, 8, 12
t015, 8, 23
t015, 11, 1
t015, 11, 19
t015, 12, 8
t015, 14, 34
t015, 15, 1
t015, 16, 7
t015, 16, 24
t015, 19, 33
t015, 21, 10
t015, 21, 26
t015, 25, 21
t015, 26, 11
t015, 27, 26
t015, 27, 34
t015, 27, 39
t015, 28, 1
t015, 28, 24
t015, 30, 29
t015, 31, 30
t015, 31, 37
t015, 32, 33
t015, 32, 39
t015, 34, 26
t015, 35, 39
t015, 36, 17
t015, 37, 7
t015, 38, 25
t015, 38, 30
t015, 40, 23
t016, 1, 37
t016, 2, 39
t016, 4, 12
t016, 4, 22
t016, 5, 34
t016, 5, 38
t016, 7, 26
t016, 8, 12
t016, 8, 23
t016, 11, 19
t016, 12, 4
t016, 14, 23
t016, 14, 34
t016, 14, 36
t016, 15, 1
t016, 15, 6
t016, 16, 7
t016, 16, 24
t016, 18, 24
t016, 19, 33
t016, 20, 39
t016, 21, 26
t016, 21, 40
t016, 23, 15
t016, 25, 14
t016, 25, 21
t016, 26, 15
t016, 26, 31
t016, 27, 26
t016, 27, 39
t016, 28, 24
t016, 29, 26
t016, 30, 10
t016, 30, 29
t016, 31, 30
t016, 31, 37
t016, 32, 33
t016, 32, 39
t016, 34, 26
t016, 35, 33
t016, 35, 39
t016, 36, 17
t016, 37, 7
t016, 37, 23
t016, 38, 25
t016, 40, 1
t016, 40, 23
t016, 40, 28
t017, 1, 37
t017, 2, 21
t017, 2, 31
t017, 2, 39
t017, 4, 12
t017, 4, 22
t017, 5, 34
t017, 5, 38
t017, 8, 12
t017, 8, 23
t017, 9, 22
t017, 11, 19
t017, 12, 4
t017, 12, 5
t017, 14, 23
t017, 14, 34
t017, 14, 36
t017, 15, 1
t017, 15, 6
t017, 16, 7
t017, 16, 24
t017, 18, 24
t017, 19, 33
t017, 20, 26
t017, 20, 39
t017, 21, 26
t017, 22, 39
t017, 23, 2
t017, 23, 15
t017, 23, 25
t017, 25, 14
t017, 25, 21
t017, 25, 32
t017, 26, 15
t017, 26, 22
t017, 26, 31
t017, 27, 26
t017, 27, 39
t017, 28, 11
t017, 28, 23
t017, 28, 24
t017, 29, 26
t017, 29, 39
t017, 30, 10
t017, 30, 25
t017, 31, 37
t017, 31, 38
t017, 32, 33
t017, 32, 39
t017, 34, 8
t017, 34, 11
t017, 35, 33
t017, 35, 39
t017, 36, 17
t017, 37, 3
t017, 37, 23
t017, 38, 13
t017, 38, 24
t017, 39, 22
t017, 39, 26
t017, 40, 1
t017, 40, 15
t017, 40, 23
t017, 40, 28
t018, 1, 3
t018, 1, 11
t018, 1, 34
t018, 1, 37
t018, 1, 39
t018, 2, 10
t018, 2, 21
t018, 2, 31
t018, 2, 39
t018, 3, 19
t018, 3, 37
t018, 4, 22
t018, 4, 23
t018, 5, 34
t018, 5, 38
t018, 6, 5
t018, 7, 6
t018, 8, 4
t018, 8, 23
t018, 11, 19
t018, 12, 4
t018, 12, 5
t018, 12, 38
t018, 13, 37
t018, 14, 34
t018, 15, 1
t018, 15, 6
t018, 15, 19
t018, 16, 7
t018, 17, 33
t018, 18, 15
t018, 18, 24
t018, 19, 33
t018, 20, 8
t018, 20, 26
t018, 21, 2
t018, 21, 26
t018, 22, 39
t018, 23, 2
t018, 23, 3
t018, 23, 15
t018, 23, 18
t018, 24, 32
t018, 24, 33
t018, 25, 14
t018, 25, 32
t018, 26, 15
t018, 26, 22
t018, 26, 31
t018, 27, 26
t018, 28, 3
t018, 28, 11
t018, 28, 23
t018, 29, 4
t018, 29, 26
t018, 29, 38
t018, 29, 39
t018, 31, 26
t018, 31, 37
t018, 31, 38
t018, 32, 39
t018, 33, 36
t018, 34, 8
t018, 34, 11
t018, 35, 15
t018, 35, 33
t018, 35, 39
t018, 36, 37
t018, 37, 3
t018, 37, 23
t018, 38, 13
t018, 38, 24
t018, 39, 22
t018, 39, 26
t018, 40, 1
t018, 40, 15
t018, 40, 23
t018, 40, 28
t019, 1, 3
t019, 1, 11
t019, 1, 34
t019, 1, 37
t019, 2, 23
t019, 2, 34
t019, 3, 19
t019, 3, 37
t019, 4, 22
t019, 4, 23
t019, 5, 34
t019, 6, 5
t019, 6, 25
t019, 7, 6
t019, 8, 4
t019, 8, 12
t019, 8, 23
t019, 11, 19
t019, 12, 4
t019, 12, 38
t019, 13, 11
t019, 13, 37
t019, 14, 38
t019, 15, 1
t019, 15, 6
t019, 15, 19
t019, 16, 6
t019, 16, 7
t019, 17, 19
t019, 17, 22
t019, 17, 28
t019, 18, 15
t019, 18, 24
t019, 20, 8
t019, 20, 26
t019, 20, 32
t019, 20, 34
t019, 21, 2
t019, 21, 26
t019, 21, 27
t019, 21, 38
t019, 22, 39
t019, 23, 2
t019, 23, 3
t019, 23, 15
t019, 23, 18
t019, 23, 22
t019, 23, 28
t019, 23, 32
t019, 24, 5
t019, 24, 27
t019, 24, 32
t019, 25, 14
t019, 25, 32
t019, 26, 4
t019, 26, 5
t019, 26, 6
t019, 26, 9
t019, 26, 15
t019, 26, 21
t019, 26, 22
t019, 26, 27
t019, 26, 31
t019, 27, 2
t019, 27, 25
t019, 27, 26
t019, 27, 31
t019, 28, 3
t019, 28, 11
t019, 29, 4
t019, 29, 26
t019, 29, 39
t019, 30, 22
t019, 31, 9
t019, 31, 26
t019, 31, 37
t019, 31, 38
t019, 32, 6
t019, 32, 14
t019, 33, 36
t019, 34, 8
t019, 34, 11
t019, 34, 38
t019, 35, 15
t019, 35, 39
t019, 36, 31
t019, 36, 37
t019, 37, 3
t019, 37, 23
t019, 38, 18
t019, 39, 22
t019, 39, 28
t019, 40, 1
t019, 40, 15
t019, 40, 28
t020, 1, 11
t020, 1, 37
t020, 3, 9
t020, 3, 37
t020, 4, 22
t020, 4, 23
t020, 5, 34
t020, 5, 37
t020, 6, 3
t020, 6, 5
t020, 6, 25
t020, 6, 32
t020, 7, 6
t020, 7, 16
t020, 8, 4
t020, 8, 12
t020, 11, 18
t020, 11, 19
t020, 11, 29
t020, 11, 37
t020, 12, 4
t020, 12, 21
t020, 12, 38
t020, 13, 11
t020, 13, 25
t020, 13, 37
t020, 14, 38
t020, 15, 1
t020, 15, 6
t020, 15, 36
t020, 15, 40
t020, 16, 6
t020, 16, 7
t020, 17, 22
t020, 18, 15
t020, 18, 24
t020, 20, 24
t020, 20, 32
t020, 20, 34
t020, 20, 38
t020, 21, 2
t020, 21, 6
t020, 21, 26
t020, 21, 27
t020, 21, 38
t020, 22, 39
t020, 23, 2
t020, 23, 3
t020, 23, 6
t020, 23, 15
t020, 23, 18
t020, 23, 22
t020, 23, 28
t020, 23, 32
t020, 24, 5
t020, 24, 13
t020, 24, 22
t020, 24, 32
t020, 25, 14
t020, 25, 32
t020, 26, 9
t020, 26, 22
t020, 27, 2
t020, 27, 19
t020, 27, 25
t020, 28, 3
t020, 28, 11
t020, 29, 4
t020, 29, 26
t020, 29, 39
t020, 30, 22
t020, 31, 2
t020, 31, 9
t020, 31, 26
t020, 31, 29
t020, 32, 6
t020, 32, 14
t020, 32, 37
t020, 33, 36
t020, 34, 8
t020, 34, 11
t020, 34, 38
t020, 35, 39
t020, 37, 3
t020, 38, 18
t020, 39, 21
t020, 39, 22
t020, 39, 28
t020, 39, 38
t020, 40, 8
t020, 40, 10
t020, 40, 15
t020, 40, 28
t021, 1, 4
t021, 1, 11
t021, 1, 17
t021, 1, 37
t021, 3, 9
t021, 4, 22
t021, 4, 23
t021, 5, 12
t021, 5, 34
t021, 5, 37
t021, 6, 5
t021, 6, 7
t021, 6, 23
t021, 6, 25
t021, 6, 32
t021, 6, 33
t021, 7, 6
t021, 7, 16
t021, 7, 24
t021, 7, 26
t021, 8, 4
t021, 10, 30
t021, 11, 1
t021, 11, 19
t021, 11, 29
t021, 11, 31
t021, 11, 37
t021, 12, 4
t021, 12, 21
t021, 12, 25
t021, 12, 38
t021, 13, 11
t021, 13, 25
t021, 13, 37
t021, 14, 38
t021, 15, 3
t021, 15, 6
t021, 15, 30
t021, 15, 40
t021, 16, 7
t021, 16, 12
t021, 18, 15
t021, 18, 24
t021, 18, 38
t021, 19, 5
t021, 19, 11
t021, 19, 17
t021, 19, 38
t021, 20, 24
t021, 20, 32
t021, 20, 34
t021, 20, 38
t021, 21, 2
t021, 21, 6
t021, 21, 25
t021, 21, 27
t021, 21, 37
t021, 21, 38
t021, 22, 9
t021, 22, 29
t021, 23, 6
t021, 23, 14
t021, 23, 15
t021, 23, 18
t021, 23, 22
t021, 23, 28
t021, 23, 32
t021, 24, 5
t021, 24, 13
t021, 24, 22
t021, 24, 32
t021, 25, 14
t021, 25, 16
t021, 25, 17
t021, 25, 32
t021, 26, 9
t021, 26, 21
t021, 26, 22
t021, 27, 2
t021, 27, 5
t021, 27, 19
t021, 27, 25
t021, 28, 1
t021, 28, 3
t021, 28, 11
t021, 29, 4
t021, 29, 9
t021, 29, 26
t021, 29, 39
t021, 30, 5
t021, 30, 7
t021, 30, 9
t021, 31, 2
t021, 31, 9
t021, 31, 26
t021, 31, 29
t021, 32, 5
t021, 32, 9
t021, 32, 14
t021, 32, 37
t021, 33, 16
t021, 33, 36
t021, 34, 8
t021, 34, 38
t021, 35, 20
t021, 36, 9
t021, 37, 3
t021, 38, 17
t021, 38, 18
t021, 39, 21
t021, 39, 38
t021, 40, 8
t021, 40, 10
t022, 1, 3
t022, 1, 4
t022, 1, 11
t022, 1, 17
t022, 1, 37
t022, 4, 15
t022, 4, 22
t022, 4, 23
t022, 5, 4
t022, 5, 10
t022, 5, 12
t022, 5, 34
t022, 5, 37
t022, 6, 2
t022, 6, 3
t022, 6, 7
t022, 6, 11
t022, 6, 25
t022, 6, 32
t022, 7, 16
t022, 7, 17
t022, 7, 24
t022, 7, 26
t022, 7, 28
t022, 7, 37
t022, 8, 4
t022, 10, 9
t022, 10, 34
t022, 11, 1
t022, 11, 19
t022, 11, 29
t022, 11, 37
t022, 12, 3
t022, 12, 21
t022, 12, 38
t022, 13, 5
t022, 13, 11
t022, 13, 25
t022, 13, 37
t022, 14, 32
t022, 14, 38
t022, 15, 3
t022, 15, 6
t022, 15, 30
t022, 15, 40
