t008, 16, 2
t009, 13, 19
t009, 16, 2
t009, 18, 19
t009, 32, 25
t010, 1, 5
t010, 3, 5
t010, 7, 28
t010, 13, 12
t010, 13, 19
t010, 16, 2
t010, 18, 19
t010, 28, 7
t010, 32, 25
t011, 3, 5
t011, 13, 12
t011, 13, 19
t011, 14, 37
t011, 16, 2
t011, 18, 19
t011, 19, 13
t011, 21, 20
t011, 28, 7
t011, 28, 24
t011, 32, 25
t011, 34, 38
t011, 37, 14
t012, 3, 5
t012, 10, 11
t012, 13, 12
t012, 14, 37
t012, 15, 5
t012, 15, 19
t012, 16, 2
t012, 18, 19
t012, 19, 13
t012, 28, 7
t012, 28, 24
t012, 32, 25
t012, 37, 14
t013, 3, 5
t013, 4, 19
t013, 9, 37
t013, 10, 11
t013, 13, 12
t013, 14, 37
t013, 15, 5
t013, 15, 19
t013, 16, 2
t013, 16, 28
t013, 19, 13
t013, 22, 17
t013, 26, 27
t013, 27, 8
t013, 28, 6
t013, 28, 7
t013, 30, 2
t013, 32, 25
t013, 37, 14
t014, 1, 21
t014, 2, 24
t014, 3, 5
t014, 4, 19
t014, 7, 14
t014, 9, 37
t014, 10, 11
t014, 11, 10
t014, 13, 12
t014, 14, 37
t014, 15, 5
t014, 15, 19
t014, 16, 2
t014, 16, 28
t014, 17, 40
t014, 18, 8
t014, 19, 13
t014, 22, 24
t014, 23, 21
t014, 26, 27
t014, 27, 8
t014, 28, 6
t014, 28, 7
t014, 30, 38
t014, 33, 19
t014, 37, 14
t014, 39, 38
t014, 40, 17
t015, 1, 9
t015, 1, 21
t015, 2, 24
t015, 3, 5
t015, 7, 14
t015, 8, 24
t015, 9, 37
t015, 10, 21
t015, 11, 10
t015, 13, 12
t015, 14, 37
t015, 15, 5
t015, 15, 19
t015, 16, 2
t015, 16, 28
t015, 17, 9
t015, 17, 40
t015, 18, 32
t015, 19, 13
t015, 20, 19
t015, 21, 8
t015, 21, 18
t015, 22, 24
t015, 23, 21
