label, xcoord, ycoord, zcoord, clust10
613, 57.0809, -27.1838, 12.5515, 2
614, 57.9914, -4.0948, -5.2069, 2
615, 58.3071, -37.7528, 19.1011, 2
616, 57.8327, -20.0076, 9.1407, 2
617, 56.4484, -17.3812, 2.1883, 2
618, 58.8685, -15.8167, -3.6414, 2
619, 56.5668, -5.4332, -10.5407, 2
620, 57.5331, -25.547, 1.1777, 2
621, -15.4, -25.6, 8.4857, 2
622, -7.2291, -22.8145, 4.4655, 2
623, -14.6931, -15.6534, 7.8123, 2
624, -7.2687, -11.0075, 5.597, 2
625, 16.6083, -3.2417, 19.85, 2
626, 16.8898, 12.9921, 12.4882, 2
627, 15.1608, 20.6039, -0.66667, 2
628, 9.249, 11.9837, 1.3633, 2
629, 11.1203, -20.2105, 11.9549, 2
630, 8.9023, -11.9474, 3.7444, 2
631, 17.1849, -16.0604, 6.7019, 2
632, 13.6462, -27.0308, 4.4615, 2
633, -3.4186, 39.9225, 10.1705, 2
634, -4.0405, 34.6883, 23.6032, 2
635, -3.03, 27.49, 19.79, 2
636, -4.9239, 15.3198, 27.736, 2
637, -6.2731, 34.7048, -5.0925, 2
638, -4.5387, 46.5387, 3.0627, 2
